<:GIN:>,Response=<:MAP:>,infra.grpc.handler,GetLatestMailChannelOrderByHashCode: get empty mail channel order,RecordThirdPartyCost,begin Consume call,send by <:*:> OrderID=<:SEQ:> <:traceID:> <:transactionID:> <:spanID:>,receive <:*:>,deal<:SmsCallback:>,dealSmsCallback complete <:callback:>,no need process continue:<:SEQ:> I STATUS c:true in:<:NUM:> target:<:NUM:> type:int64 CH VERSION <:*:> <:*:> <:*:> type:string,PushSmsOrderResult: <:result:>,getAppSmsLimit <:*:> not exist,not find dictionary type=<:NUM:>,scCallBack receive <:request:>,UpdateWeChatLog UpdateWeChatStatus msgID=<:NUM:> code=<:NUM:> <:detail:>,WeChatMsg Send WechatMsg <:*:> <:*:> <:overLimit:>,<:dealMailCallback:>,dealMailCallback complete <:callback:>,send by <:*:> OrderID=<:SEQ:>,PushMailSendResult: <:result:>,scCallBack DealCallBack <:event:>,sanZi <:*:> return <:*:> <:traceID:> <:transactionID:> <:spanID:>,begin <:*:>,use preferred orderID=<:SEQ:> <:channel:>,SendMailTask success,SendMail cast=<:NUM:> Ms,saveChannelOrder orderID=<:SEQ:>,SendWeChatMsg <:*:>,uCloud <:*:> callback return <:*:> <:traceID:> <:transactionID:> <:spanID:>,syncSmsChannel: m.doSyncSmsChannel: sms <:channel:>,<:NUM:> <:*:>,load <:*:> config ok,dealSmsCallback dealSmsCallbackRetry <:order:>,juhe sendSms <:rs:>,ykmsymsg <:*:> start kms,syncSmsStatusCode: m.doSyncSmsStatusCode: sms <:status:>,version,ykms addr: ykms://ymsg@<:IP:>:<:NUM:>,waiting task controller finished,task controller finished,dao close finished,msg,timestamp,unknown
915,915,928,909,22,6,1,1,1,1,5,2,0,45,2,20,20,1,1,2,1,1,0,1,1,1,1,1,6,0,5,5,6,0,0,2,1,1,1,1,2,1,23,2023-10-06 04:05:24,1
952,952,1145,844,19,0,1,1,1,1,0,1,0,41,0,18,18,0,0,1,0,0,0,0,0,0,0,0,5,0,5,8,6,0,0,2,0,1,1,1,2,1,21,2023-10-06 04:07:24,0
922,922,1016,995,19,6,7,5,5,5,5,5,1,30,3,11,11,2,2,8,2,2,0,1,1,1,1,1,2,0,5,0,0,0,0,0,1,0,0,0,0,0,11,2023-10-06 04:09:24,0
917,917,1284,974,23,6,7,5,5,5,5,5,1,45,2,15,15,1,1,8,1,1,0,1,1,1,1,1,4,0,5,8,6,0,0,2,1,1,1,1,2,1,18,2023-10-06 04:11:24,2
951,950,590,572,26,0,2,2,2,2,0,2,0,71,0,24,24,0,0,2,0,0,0,0,0,0,0,0,8,1,5,9,6,0,0,2,1,1,1,1,2,1,27,2023-10-06 04:13:24,0
925,924,16,0,24,6,1,1,1,1,5,2,0,45,2,22,22,1,1,2,1,1,1,1,1,1,1,1,9,0,5,2,6,0,0,2,1,1,1,1,2,1,25,2023-10-06 04:15:24,1
952,949,304,0,23,0,8,9,9,9,0,9,3,26,0,15,15,0,0,8,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,15,2023-10-06 04:17:24,0
917,913,15,0,21,0,3,4,4,4,0,4,0,45,0,18,18,3,3,3,3,0,0,0,0,0,0,0,7,1,5,8,6,0,0,2,1,1,1,1,2,1,21,2023-10-06 04:19:24,3
948,941,314,0,30,12,12,12,12,12,10,13,0,45,7,16,16,5,5,14,5,5,0,2,2,2,2,2,3,4,5,8,6,0,0,2,1,1,1,1,2,1,19,2023-10-06 04:21:24,1
934,932,18,0,20,0,3,4,4,4,0,4,0,56,0,17,17,0,0,3,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,17,2023-10-06 04:23:24,0
911,910,337,318,25,0,2,2,2,2,0,2,0,45,0,23,23,0,0,2,0,0,0,0,0,0,0,0,6,0,5,7,6,0,0,2,1,1,1,1,2,1,26,2023-10-06 04:25:24,0
954,954,1160,852,25,18,3,1,1,1,15,2,0,41,6,19,19,3,3,6,3,3,0,3,3,3,3,3,4,0,5,7,6,0,0,2,0,1,1,1,2,1,22,2023-10-06 04:27:24,1
932,931,994,984,27,0,1,3,3,3,0,3,0,30,0,26,26,0,0,1,0,0,0,0,0,0,0,0,18,1,5,0,0,0,0,0,1,0,0,0,0,0,26,2023-10-06 04:29:24,0
933,932,1146,845,14,0,2,2,2,2,0,2,0,45,0,12,12,0,0,2,0,0,0,0,0,0,0,0,2,1,5,8,6,0,0,2,1,1,1,1,2,1,15,2023-10-06 04:31:24,0
942,937,906,884,29,0,9,9,9,9,0,9,0,71,0,20,20,0,0,9,0,0,0,0,0,0,0,0,7,5,5,8,6,0,0,2,1,1,1,1,2,1,23,2023-10-06 04:33:24,0
911,910,1056,869,20,0,1,1,1,1,0,1,0,30,0,19,19,0,0,1,0,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,19,2023-10-06 04:35:24,0
955,952,969,837,19,6,3,3,3,3,5,4,1,41,2,15,15,1,1,4,1,1,0,1,1,1,1,1,4,3,5,8,6,0,0,2,0,1,1,1,2,1,18,2023-10-06 04:37:24,1
921,920,885,873,18,0,3,2,2,2,0,2,0,45,0,15,15,0,0,3,0,0,0,0,0,0,0,0,8,1,5,9,6,0,0,2,1,1,1,1,2,1,18,2023-10-06 04:39:24,0
949,932,1163,866,9,0,2,2,2,2,0,2,1,45,0,7,7,16,16,2,16,0,0,0,0,0,0,0,0,1,5,9,6,0,0,2,1,1,1,1,2,1,10,2023-10-06 04:41:24,16
954,954,925,914,34,0,0,0,0,0,0,0,0,56,0,34,34,0,0,0,0,0,0,0,0,0,0,0,26,0,5,0,0,0,0,0,1,0,0,0,0,0,34,2023-10-06 04:43:24,0
911,909,1064,879,19,0,2,2,2,2,0,2,0,45,0,17,17,0,0,2,0,0,0,0,0,0,0,0,4,2,5,9,6,0,0,2,1,1,1,1,2,1,20,2023-10-06 04:45:24,0
946,946,1011,879,15,6,1,1,1,1,5,2,1,41,2,13,13,1,1,2,1,1,0,1,1,1,1,1,0,0,5,8,6,0,0,2,0,1,1,1,2,1,16,2023-10-06 04:47:24,1
928,926,1011,997,23,0,4,3,3,3,0,3,0,30,0,19,19,0,0,4,0,0,0,0,0,0,0,0,9,2,5,0,0,0,0,0,1,0,0,0,0,0,19,2023-10-06 04:49:24,0
935,933,1267,973,10,6,3,4,4,4,5,5,1,45,2,6,6,1,1,4,1,1,0,1,1,1,1,1,3,2,5,7,6,0,0,2,1,1,1,1,2,1,9,2023-10-06 04:51:24,1
935,931,486,476,18,0,6,6,6,6,0,6,1,71,0,12,12,0,0,6,0,0,0,0,0,0,0,0,8,4,5,8,6,0,0,2,1,1,1,1,2,1,15,2023-10-06 04:53:24,0
925,923,275,0,13,6,2,2,2,2,5,2,0,30,4,10,10,3,3,3,3,3,0,1,1,1,1,1,4,1,5,0,0,0,0,0,1,0,0,0,0,0,10,2023-10-06 04:55:24,0
951,951,42,0,22,6,2,1,1,1,5,1,1,41,2,19,19,1,1,3,1,1,0,1,1,1,1,1,2,0,5,2,6,0,0,2,0,1,1,1,2,1,22,2023-10-06 04:57:24,0
922,922,17,0,17,12,2,1,1,1,10,2,0,45,4,13,13,2,2,4,2,2,0,2,2,2,2,2,3,0,5,6,6,0,0,2,1,1,1,1,2,1,16,2023-10-06 04:59:24,1
935,930,303,0,18,0,3,10,10,10,0,9,0,30,0,15,15,0,0,3,0,0,1,0,0,0,0,0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,15,2023-10-06 05:01:24,0
931,931,18,0,25,0,3,3,3,3,0,3,3,71,0,22,22,0,0,3,0,0,0,0,0,0,0,0,7,0,5,8,6,0,0,2,1,1,1,1,2,1,25,2023-10-06 05:03:24,0
920,918,509,321,23,0,2,4,4,4,0,4,0,45,0,21,21,0,0,2,0,0,0,0,0,0,0,0,7,1,5,6,6,0,0,2,1,1,1,1,2,1,24,2023-10-06 05:05:24,0
973,965,1012,850,33,64,15,13,13,13,53,13,0,26,24,7,7,13,13,26,13,13,1,11,11,11,11,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,2023-10-06 05:07:24,1
922,922,997,976,19,8,0,0,0,0,7,1,0,45,3,18,18,2,2,1,2,2,0,1,1,1,1,1,3,0,5,3,6,0,0,2,1,1,1,1,2,1,21,2023-10-06 05:09:24,2
936,934,1156,855,12,6,3,3,3,3,5,3,2,45,2,8,8,1,1,4,1,1,0,1,1,1,1,1,2,1,5,7,6,0,0,2,1,1,1,1,2,1,11,2023-10-06 05:11:24,0
938,937,892,875,26,0,1,1,1,1,0,1,0,71,0,25,25,0,0,1,0,0,0,0,0,0,0,0,9,1,5,8,6,0,0,2,1,1,1,1,2,1,28,2023-10-06 05:13:24,0
917,910,1060,871,22,0,10,9,9,9,0,9,0,30,0,12,12,0,0,10,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,1,0,0,0,0,0,12,2023-10-06 05:15:24,0
950,948,976,840,21,6,3,4,4,4,5,4,0,41,2,17,17,1,1,4,1,1,0,1,1,1,1,1,2,1,5,9,6,0,0,2,0,1,1,1,2,1,20,2023-10-06 05:17:24,0
917,917,891,875,16,6,2,2,2,2,5,3,0,45,2,13,13,1,1,3,1,1,0,1,1,1,1,1,2,0,5,7,6,0,0,2,1,1,1,1,2,1,16,2023-10-06 05:19:24,1
939,936,1184,877,25,0,6,4,4,4,0,4,1,30,0,19,19,0,0,6,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,19,2023-10-06 05:21:24,0
948,946,948,926,24,12,6,6,6,6,10,7,1,71,4,16,16,2,2,8,2,2,0,2,2,2,2,2,4,1,5,8,6,0,0,2,1,1,1,1,2,1,19,2023-10-06 05:23:24,1
895,895,1072,891,13,0,0,0,0,0,0,0,0,45,0,13,13,0,0,0,0,0,0,0,0,0,0,0,2,0,5,7,6,0,0,2,1,1,1,1,2,1,16,2023-10-06 05:25:24,0
949,949,1028,883,31,6,4,2,2,2,5,2,0,26,2,26,26,1,1,5,1,1,0,1,1,1,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,26,2023-10-06 05:27:24,0
940,936,1016,1002,31,12,3,4,4,4,10,5,0,45,4,26,26,2,2,5,2,2,0,2,2,2,2,2,19,2,5,9,6,0,0,2,1,1,1,1,2,1,29,2023-10-06 05:29:24,1
942,941,1301,998,19,0,1,1,1,1,0,1,0,45,0,18,18,0,0,1,0,0,0,0,0,0,0,0,5,1,5,9,6,0,0,2,1,1,1,1,2,1,21,2023-10-06 05:31:24,0
939,938,413,406,12,0,1,5,5,5,0,5,0,56,0,11,11,0,0,1,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,1,0,0,0,0,0,11,2023-10-06 05:33:24,0
908,907,188,0,21,0,1,1,1,1,0,1,0,45,0,20,20,0,0,1,0,0,1,0,0,0,0,0,3,0,5,8,6,0,0,2,1,1,1,1,2,1,23,2023-10-06 05:35:24,0
944,941,135,0,20,0,9,7,7,7,0,7,0,41,0,11,11,0,0,9,0,0,0,0,0,0,0,0,1,3,5,3,6,0,0,2,0,1,1,1,2,1,14,2023-10-06 05:37:24,0
924,921,19,0,21,6,4,4,4,4,5,5,0,45,2,16,16,1,1,5,1,1,0,1,1,1,1,1,5,1,5,9,6,0,0,2,1,1,1,1,2,1,19,2023-10-06 05:39:24,1
938,935,298,0,12,0,3,4,4,4,0,4,0,30,0,9,9,0,0,3,0,0,1,0,0,0,0,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,9,2023-10-06 05:41:24,0
941,941,10,0,27,0,0,0,0,0,0,0,0,71,0,27,27,0,0,0,0,0,0,0,0,0,0,0,20,0,5,8,6,0,0,2,1,1,1,1,2,1,30,2023-10-06 05:43:24,0
912,911,436,322,18,0,4,4,4,4,0,4,2,45,0,14,14,0,0,4,0,0,0,0,0,0,0,0,3,0,5,9,6,0,0,2,1,1,1,1,2,1,17,2023-10-06 05:45:24,0
955,952,1047,843,23,0,3,3,3,3,0,3,0,26,0,20,20,0,0,3,0,0,1,0,0,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,20,2023-10-06 05:47:24,0
918,918,993,981,18,0,0,0,0,0,0,0,0,45,0,18,18,0,0,0,0,0,0,0,0,0,0,0,6,0,5,8,6,0,0,2,1,1,1,1,2,1,21,2023-10-06 05:49:24,0
936,935,1113,818,10,6,1,1,1,1,5,2,0,45,2,8,8,1,1,2,1,1,1,1,1,1,1,1,2,0,5,9,6,0,0,2,1,1,1,1,2,1,11,2023-10-06 05:51:24,1
929,928,887,880,8,6,2,3,3,3,5,4,1,56,2,5,5,1,1,3,1,1,0,1,1,1,1,1,2,1,5,0,0,0,0,0,1,0,0,0,0,0,5,2023-10-06 05:53:24,1
910,909,980,846,6,0,1,2,2,2,0,2,0,45,0,5,5,0,0,1,0,0,0,0,0,0,0,0,2,0,5,4,6,0,0,2,1,1,1,1,2,1,8,2023-10-06 05:55:24,0
951,951,998,824,18,12,2,1,1,1,10,1,0,41,5,14,14,3,3,4,3,3,0,2,2,2,2,2,2,0,5,8,6,0,0,2,0,1,1,1,2,1,17,2023-10-06 05:57:24,0
923,920,904,883,23,6,4,5,5,5,5,5,0,30,2,18,18,1,1,5,1,1,0,1,1,1,1,1,4,2,5,0,0,0,0,0,1,0,0,0,0,0,18,2023-10-06 05:59:24,0
946,939,1170,861,20,12,4,9,10,10,10,5,0,45,6,14,14,4,4,6,4,4,5,2,2,2,2,2,1,2,5,8,6,0,0,2,1,1,1,1,2,1,17,2023-10-06 06:01:24,2
940,939,924,891,37,12,2,2,2,2,10,2,1,71,8,33,33,6,6,4,6,6,0,2,2,2,2,2,4,1,5,8,6,0,0,2,1,1,1,1,2,1,36,2023-10-06 06:03:24,0
916,911,929,900,29,0,7,7,7,7,0,7,0,30,0,22,22,0,0,7,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,1,0,0,0,0,0,22,2023-10-06 06:05:24,1
949,948,1141,845,13,6,2,2,2,2,5,2,0,41,2,10,10,1,1,3,1,1,0,1,1,1,1,1,2,1,5,8,6,0,0,2,0,1,1,1,2,1,13,2023-10-06 06:07:24,0
920,916,986,965,21,0,5,6,6,6,0,5,0,45,0,15,15,0,0,6,0,0,1,0,0,0,0,0,2,1,5,7,6,1,0,2,1,1,1,1,2,1,18,2023-10-06 06:09:24,0
922,921,1279,976,13,6,2,2,2,2,5,3,1,45,2,10,10,1,1,3,1,1,1,1,1,1,1,1,2,0,5,8,6,0,0,2,1,1,1,1,2,1,13,2023-10-06 06:11:24,1
945,943,631,611,25,0,4,5,5,5,0,5,0,56,0,21,21,0,0,4,0,0,1,0,0,0,0,0,5,1,5,0,0,0,0,0,1,0,0,0,0,0,21,2023-10-06 06:13:24,0
915,914,19,0,21,0,5,4,4,4,0,4,1,45,0,16,16,0,0,5,0,0,0,0,0,0,0,0,6,1,5,8,6,0,0,2,1,1,1,1,2,1,19,2023-10-06 06:15:24,0
949,946,304,0,25,0,6,7,7,7,0,7,0,41,0,19,19,0,0,6,0,0,0,0,0,0,0,0,3,3,5,9,6,0,0,2,0,1,1,1,2,1,22,2023-10-06 06:17:24,1
922,919,19,0,18,6,5,6,6,6,5,5,0,30,3,11,11,2,2,7,2,2,0,1,1,1,1,1,0,2,5,0,0,1,0,0,1,0,0,0,0,0,11,2023-10-06 06:19:24,0
927,923,309,0,26,12,6,6,6,6,10,7,0,45,4,18,18,2,2,8,2,2,0,2,2,2,2,2,4,4,5,8,6,0,0,2,1,1,1,1,2,1,21,2023-10-06 06:21:24,1
947,944,22,0,22,6,7,7,7,7,5,7,0,71,2,13,13,1,1,9,1,1,0,1,1,1,1,1,0,1,5,7,6,1,0,2,1,1,1,1,2,1,16,2023-10-06 06:23:24,1
913,913,314,302,18,0,1,1,1,1,0,1,0,30,0,17,17,0,0,1,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,1,0,0,0,0,0,17,2023-10-06 06:25:24,0
952,950,1193,879,32,6,5,4,4,4,5,4,0,41,2,26,26,1,1,6,1,1,0,1,1,1,1,1,4,2,5,8,6,0,1,2,0,1,1,1,2,1,29,2023-10-06 06:27:24,0
917,916,993,978,15,6,6,5,5,5,5,5,0,45,2,8,8,1,1,7,1,1,0,1,1,1,1,1,0,0,5,3,6,0,0,2,1,1,1,1,2,1,11,2023-10-06 06:29:24,0
949,948,1140,837,32,0,3,3,3,3,0,3,1,30,0,29,29,0,0,3,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,1,0,0,0,0,0,29,2023-10-06 06:31:24,1
931,928,898,881,20,6,4,4,4,4,5,5,0,71,2,15,15,1,1,5,1,1,1,1,1,1,1,1,4,2,5,8,6,0,0,2,1,1,1,1,2,1,18,2023-10-06 06:33:24,1
916,912,900,875,30,0,10,13,13,13,0,12,4,45,0,19,19,0,0,11,0,0,0,0,0,0,0,0,4,3,5,8,6,1,0,2,1,1,1,1,2,1,22,2023-10-06 06:35:24,0
946,946,1128,831,13,0,0,0,0,0,0,0,0,41,0,13,13,0,0,0,0,0,0,0,0,0,0,0,2,0,5,8,6,0,0,2,0,1,1,1,2,1,16,2023-10-06 06:37:24,0
916,916,879,866,12,0,0,0,0,0,0,0,0,30,0,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,12,2023-10-06 06:39:24,0
931,929,1154,856,12,0,3,3,3,3,0,3,0,45,0,9,9,0,0,3,0,0,0,0,0,0,0,0,2,2,5,9,6,0,0,2,1,1,1,1,2,1,12,2023-10-06 06:41:24,0
953,953,911,899,29,6,0,1,1,1,5,2,0,71,2,28,28,1,1,1,1,1,0,1,1,1,1,1,21,0,5,8,6,0,0,2,1,1,1,1,2,1,31,2023-10-06 06:43:24,1
920,915,885,865,23,6,7,7,7,7,5,7,2,30,2,15,15,1,1,8,1,1,0,1,1,1,1,1,4,3,5,0,0,0,0,0,1,0,0,0,0,0,15,2023-10-06 06:45:24,4
951,948,1149,845,21,0,4,3,3,3,0,3,0,41,0,17,17,0,0,4,0,0,0,0,0,0,0,0,3,3,5,8,6,0,0,2,0,1,1,1,2,1,20,2023-10-06 06:47:24,0
918,916,1011,996,19,0,3,3,3,3,0,3,0,45,0,16,16,0,0,3,0,0,0,0,0,0,0,0,4,2,5,4,6,0,0,2,1,1,1,1,2,1,19,2023-10-06 06:49:24,0
928,926,1269,972,13,0,4,4,4,4,0,4,0,30,0,9,9,0,0,4,0,0,2,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,9,2023-10-06 06:51:24,0
936,934,573,564,12,6,4,3,3,3,5,4,0,71,2,7,7,1,1,5,1,1,1,1,1,1,1,1,4,0,5,9,6,0,0,2,1,1,1,1,2,1,10,2023-10-06 06:53:24,1
910,909,8,0,9,6,3,4,4,4,5,5,1,45,2,5,5,1,1,4,1,1,0,1,1,1,1,1,2,1,5,9,6,0,0,2,1,1,1,1,2,1,8,2023-10-06 06:55:24,1
957,954,305,0,20,6,4,3,3,3,5,3,0,26,2,15,15,1,1,5,1,1,0,1,1,1,1,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,15,2023-10-06 06:57:24,0
919,915,23,0,22,6,7,7,7,7,5,7,1,45,2,14,14,1,1,8,1,1,1,1,1,1,1,1,1,1,5,9,6,0,0,2,1,1,1,1,2,1,17,2023-10-06 06:59:24,0
953,941,312,0,25,6,8,15,15,15,5,10,1,45,2,16,16,1,1,9,1,1,6,1,1,1,1,1,3,4,5,7,6,0,0,2,1,1,1,1,2,1,19,2023-10-06 07:01:24,0
947,943,23,0,27,6,5,5,5,5,5,5,0,71,3,21,21,2,2,6,2,2,0,1,1,1,1,1,5,4,5,6,6,0,0,2,1,1,1,1,2,1,24,2023-10-06 07:03:24,0
901,901,343,322,26,6,2,2,2,2,5,3,0,30,2,23,23,1,1,3,1,1,0,1,1,1,1,1,8,0,5,0,0,0,0,0,1,0,0,0,0,0,23,2023-10-06 07:05:24,1
951,951,1156,857,14,0,4,4,4,4,0,4,1,41,0,10,10,0,0,4,0,0,0,0,0,0,0,0,2,0,5,8,6,0,0,2,0,1,1,1,2,1,13,2023-10-06 07:07:24,2
913,911,992,972,18,0,4,4,4,4,0,4,0,45,0,14,14,0,0,4,0,0,1,0,0,0,0,0,1,1,5,9,6,0,0,2,1,1,1,1,2,1,17,2023-10-06 07:09:24,0
937,930,1151,835,27,0,17,15,15,15,0,15,0,30,0,10,10,0,0,17,0,0,0,0,0,0,0,0,2,7,5,0,0,0,0,0,1,0,0,0,0,0,10,2023-10-06 07:11:24,0
949,946,893,874,25,0,3,3,3,3,0,3,1,71,0,22,22,0,0,3,0,0,0,0,0,0,0,0,6,2,5,8,6,0,0,2,1,1,1,1,2,1,25,2023-10-06 07:13:24,0
913,912,880,867,19,6,1,1,1,1,5,2,1,45,2,17,17,1,1,2,1,1,0,1,1,1,1,1,7,1,5,7,6,0,0,2,1,1,1,1,2,1,20,2023-10-06 07:15:24,1
945,942,1144,836,25,6,7,7,7,7,5,7,0,26,2,17,17,1,1,8,1,1,0,1,1,1,1,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,17,2023-10-06 07:17:24,0
921,916,909,888,22,0,7,7,7,7,0,6,3,45,0,14,14,0,0,8,0,0,0,0,0,0,0,0,2,4,5,8,6,1,0,2,1,1,1,1,2,1,17,2023-10-06 07:19:24,0
943,939,1192,884,27,8,7,8,8,8,7,7,1,45,5,18,18,4,4,9,4,4,0,1,1,1,1,1,4,4,5,8,6,1,0,2,1,1,1,1,2,1,21,2023-10-06 07:21:24,1
947,944,939,917,23,6,6,7,7,7,5,8,1,56,2,16,16,1,1,7,1,1,0,1,1,1,1,1,3,2,5,0,0,0,0,0,1,0,0,0,0,0,16,2023-10-06 07:23:24,1
912,902,883,864,27,0,8,12,12,12,0,10,3,45,0,17,17,0,0,10,0,0,3,0,0,0,0,0,6,5,5,9,6,2,1,2,1,1,1,1,2,1,20,2023-10-06 07:25:24,2
962,953,1194,870,41,12,13,13,13,13,10,13,4,41,4,25,25,2,2,16,2,2,0,2,2,2,2,2,4,7,5,7,6,1,0,2,0,1,1,1,2,1,28,2023-10-06 07:27:24,1
917,915,995,978,18,6,7,6,6,6,5,6,0,45,2,10,10,1,1,8,1,1,0,1,1,1,1,1,1,2,5,9,6,0,1,2,1,1,1,1,2,1,13,2023-10-06 07:29:24,0
976,961,1324,1006,50,12,19,19,19,19,10,18,4,30,7,28,28,5,5,22,5,5,0,2,2,2,2,2,19,12,5,0,0,1,1,0,1,0,0,0,0,0,28,2023-10-06 07:31:24,0
947,943,494,476,20,0,4,5,5,5,0,5,0,71,0,16,16,0,0,4,0,0,1,0,0,0,0,0,5,2,5,7,6,0,0,2,1,1,1,1,2,1,19,2023-10-06 07:33:24,0
914,912,20,0,25,0,5,5,5,5,0,5,1,45,0,20,20,0,0,5,0,0,0,0,0,0,0,0,5,2,5,9,6,0,0,2,1,1,1,1,2,1,23,2023-10-06 07:35:24,0
944,943,301,0,17,12,1,2,2,2,10,3,0,26,4,14,14,2,2,3,2,2,0,2,2,2,2,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,14,2023-10-06 07:37:24,2
918,911,28,0,27,0,14,13,13,13,0,13,1,45,0,13,13,0,0,14,0,0,2,0,0,0,0,0,2,4,5,4,6,0,0,2,1,1,1,1,2,1,16,2023-10-06 07:39:24,0
938,934,302,0,17,6,6,6,6,6,5,6,4,45,3,10,10,2,2,7,2,2,0,1,1,1,1,1,3,0,5,9,6,0,0,2,1,1,1,1,2,1,13,2023-10-06 07:41:24,0
975,970,24,0,43,0,13,12,12,12,0,12,4,71,0,30,30,0,0,13,0,0,0,0,0,0,0,0,23,5,5,7,6,0,0,2,1,1,1,1,2,1,33,2023-10-06 07:43:24,0
914,910,338,322,19,0,5,5,5,5,0,5,3,30,0,14,14,0,0,5,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,14,2023-10-06 07:45:24,0
936,931,1150,843,25,6,5,7,7,7,5,7,2,41,2,19,19,1,1,6,1,1,0,1,1,1,1,1,5,4,5,3,6,0,0,2,0,1,1,1,2,1,22,2023-10-06 07:47:24,0
928,920,997,973,28,6,10,11,11,11,5,11,2,45,2,16,16,1,1,12,1,1,1,1,1,1,1,1,4,6,5,7,6,1,0,2,1,1,1,1,2,1,19,2023-10-06 07:49:24,1
934,931,1145,850,12,0,2,4,4,4,0,3,2,30,0,9,9,0,0,3,0,0,0,0,0,0,0,0,2,2,5,0,0,1,0,0,1,0,0,0,0,0,9,2023-10-06 07:51:24,0
950,942,888,877,13,0,7,9,9,9,0,9,1,71,0,6,6,0,0,7,0,0,2,0,0,0,0,0,2,5,5,9,6,0,0,2,1,1,1,1,2,1,9,2023-10-06 07:53:24,0
908,908,1042,866,5,6,0,1,1,1,5,2,0,45,2,4,4,1,1,1,1,1,0,1,1,1,1,1,0,0,5,9,6,0,0,2,1,1,1,1,2,1,7,2023-10-06 07:55:24,1
943,939,972,835,24,0,7,6,6,6,0,6,3,26,0,17,17,0,0,7,0,0,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,17,2023-10-06 07:57:24,2
922,919,904,878,26,12,8,7,7,7,10,8,2,45,4,16,16,2,2,10,2,2,0,2,2,2,2,2,2,2,5,7,6,0,0,2,1,1,1,1,2,1,19,2023-10-06 07:59:24,3
1182,1170,1387,868,146,538,15,19,19,19,448,15,1,45,240,41,15,150,150,105,150,150,5,90,90,90,90,90,3,5,5,4,6,0,0,2,1,1,1,1,2,1,44,2023-10-06 08:01:24,100
993,989,909,876,39,32,6,6,6,6,27,6,5,56,34,28,28,29,29,11,29,29,0,5,5,5,5,5,12,2,5,0,0,0,1,0,1,0,0,0,0,0,28,2023-10-06 08:03:24,1
923,913,1101,894,44,0,14,17,17,17,0,17,3,45,0,30,30,0,0,14,0,0,4,0,0,0,0,0,9,3,5,8,6,0,0,2,1,1,1,1,2,1,33,2023-10-06 08:05:24,0
937,933,1003,868,22,0,10,11,11,11,0,11,3,41,0,12,12,0,0,10,0,0,0,0,0,0,0,0,4,3,5,8,6,0,0,2,0,1,1,1,2,1,15,2023-10-06 08:07:24,0
919,918,1033,1005,27,12,9,9,9,9,10,8,1,45,5,15,15,3,3,12,3,3,0,2,2,2,2,2,2,1,5,8,6,1,0,2,1,1,1,1,2,1,18,2023-10-06 08:09:24,0
939,937,1278,971,24,0,7,7,7,7,0,7,3,30,0,17,17,0,0,7,0,0,0,0,0,0,0,0,8,2,5,0,0,0,0,0,1,0,0,0,0,0,17,2023-10-06 08:11:24,0
968,957,553,522,39,0,15,16,16,16,0,15,2,71,0,23,23,0,0,16,0,0,1,0,0,0,0,0,7,9,5,8,6,1,0,2,1,1,1,1,2,1,26,2023-10-06 08:13:24,0
923,917,190,0,25,0,9,9,9,9,0,9,1,45,0,16,16,0,0,9,0,0,0,0,0,0,0,0,5,5,5,9,6,0,0,2,1,1,1,1,2,1,19,2023-10-06 08:15:24,0
932,929,138,0,24,0,8,10,10,10,0,10,3,26,0,16,16,0,0,8,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,16,2023-10-06 08:17:24,0
924,915,33,0,38,6,19,18,18,18,5,17,1,45,2,17,17,1,1,21,1,1,1,1,1,1,1,1,5,4,5,9,6,1,0,2,1,1,1,1,2,1,20,2023-10-06 08:19:24,0
942,936,311,0,33,0,10,11,11,11,0,11,1,45,0,23,23,0,0,10,0,0,0,0,0,0,0,0,8,4,5,6,6,0,0,2,1,1,1,1,2,1,26,2023-10-06 08:21:24,0
