<:GIN:>,Response=<:MAP:>,infra.grpc.handler,GetLatestMailChannelOrderByHashCode: get empty mail channel order,RecordThirdPartyCost,dealSmsCallback complete <:callback:>,deal<:SmsCallback:>,receive <:*:>,begin Consume call,getAppSmsLimit <:*:> not exist,PushSmsOrderResult: <:result:>,no need process continue:<:SEQ:> I STATUS c:true in:<:NUM:> target:<:NUM:> type:int64 CH VERSION <:*:> <:*:> <:*:> type:string,send by <:*:> OrderID=<:SEQ:>,send by <:*:> OrderID=<:SEQ:> <:traceID:> <:transactionID:> <:spanID:>,not find dictionary type=<:NUM:>,UpdateWeChatLog UpdateWeChatStatus msgID=<:NUM:> code=<:NUM:> <:detail:>,scCallBack receive <:request:>,<:dealMailCallback:>,dealMailCallback complete <:callback:>,PushMailSendResult: <:result:>,scCallBack DealCallBack <:event:>,sanZi <:*:> return <:*:> <:traceID:> <:transactionID:> <:spanID:>,begin <:*:>,use preferred orderID=<:SEQ:> <:channel:>,SendMailTask success,SendMail cast=<:NUM:> Ms,saveChannelOrder orderID=<:SEQ:>,SendWeChatMsg <:*:>,WeChatMsg Send WechatMsg <:*:>,uCloud <:*:> callback return <:*:> <:traceID:> <:transactionID:> <:spanID:>,syncSmsChannel: m.doSyncSmsChannel: sms <:channel:>,<:NUM:> <:*:>,load <:*:> config ok,dealSmsCallback dealSmsCallbackRetry <:order:>,ykmsymsg <:*:> start kms,juhe sendSms <:rs:>,syncSmsStatusCode: m.doSyncSmsStatusCode: sms <:status:>,sendSmsMsg failed <:*:> <:*:>,ykms addr: ykms://ymsg@<:IP:>:<:NUM:>,version,waiting task controller finished,task controller finished,dao close finished,msg,timestamp,unknown
998,987,1181,969,29,17,17,17,12,5,16,10,17,14,15,12,4,2,2,2,2,3,2,2,2,2,2,0,12,4,5,0,0,1,0,1,1,0,0,0,0,0,0,12,2023-10-25 08:50:48,1
886,882,970,848,21,5,5,5,12,2,5,10,8,6,71,13,5,3,3,3,3,2,2,2,2,2,2,3,13,1,5,8,6,0,2,0,0,0,1,1,1,2,1,16,2023-10-25 08:52:48,0
941,930,900,864,39,22,22,22,12,2,22,10,23,21,30,16,4,2,2,2,2,0,2,2,2,2,2,3,16,9,5,9,6,0,2,0,0,0,1,1,1,2,1,19,2023-10-25 08:54:48,1
986,973,1195,862,49,25,25,26,36,18,24,30,33,26,30,17,20,14,14,14,14,0,6,6,6,6,6,2,17,5,5,0,0,1,0,1,1,0,0,0,0,0,0,17,2023-10-25 08:56:48,16
915,902,887,845,43,22,22,22,36,7,23,30,26,19,71,16,12,6,6,6,6,2,6,6,6,6,6,1,16,8,5,9,6,1,2,0,2,2,1,1,1,2,1,19,2023-10-25 08:58:48,0
1227,1221,1254,876,208,13,13,13,592,5,13,493,114,15,30,94,234,136,136,136,136,0,99,99,99,99,99,2,94,2,5,9,6,0,2,1,1,0,1,1,1,2,1,97,2023-10-25 09:00:48,71
948,935,1190,855,162,24,24,24,120,3,23,100,40,19,71,122,54,33,33,33,33,1,20,20,20,20,20,6,122,7,5,5,6,1,2,0,0,0,1,1,1,2,1,125,2023-10-25 09:02:48,18
1002,996,971,926,47,12,12,12,158,2,12,132,39,13,15,8,69,43,43,43,43,1,26,26,26,26,26,2,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,8,2023-10-25 09:04:48,19
978,969,1175,843,45,15,15,15,22,3,15,18,23,19,45,22,11,6,6,7,7,1,4,4,4,4,4,8,22,4,5,2,6,0,2,0,1,0,1,1,1,2,1,25,2023-10-25 09:06:48,0
902,894,898,861,35,13,13,13,14,5,14,12,16,14,71,19,4,3,3,2,2,0,2,2,2,2,2,3,19,5,5,9,6,0,2,1,2,1,1,1,1,2,1,22,2023-10-25 09:08:48,0
1011,994,1222,985,45,27,27,27,12,9,24,10,26,21,15,19,7,5,5,5,5,2,2,2,2,2,2,1,19,9,5,0,0,3,0,1,1,0,0,0,0,0,0,19,2023-10-25 09:10:48,1
907,894,1122,993,48,23,23,23,18,0,23,15,22,19,71,26,10,8,8,8,7,1,3,3,3,3,3,10,26,9,5,7,6,0,2,0,0,0,1,1,1,2,1,29,2023-10-25 09:12:48,2
934,924,505,479,26,17,17,17,0,8,17,0,18,18,30,8,0,0,0,0,0,1,0,0,0,0,0,4,8,8,5,8,6,0,2,0,0,0,1,1,1,2,1,11,2023-10-25 09:14:48,0
977,967,318,0,40,17,17,17,6,7,16,5,17,15,30,23,2,1,1,1,1,0,1,1,1,1,1,8,23,6,5,0,0,1,0,0,1,0,0,0,0,0,0,23,2023-10-25 09:16:48,1
915,902,43,0,47,24,24,25,22,11,25,18,25,21,71,22,7,3,3,3,3,0,4,4,4,4,4,5,22,8,5,9,6,0,2,0,2,1,1,1,1,2,1,25,2023-10-25 09:18:48,0
1001,994,326,0,44,14,14,13,24,6,13,20,17,12,30,27,11,6,6,7,7,0,4,4,4,4,4,4,27,2,5,9,6,1,2,0,1,0,1,1,1,2,1,30,2023-10-25 09:20:48,4
920,905,56,0,64,30,30,30,56,9,28,47,38,27,56,26,21,13,13,12,12,1,9,9,9,9,9,7,26,6,5,0,0,2,0,2,0,0,0,0,0,0,0,26,2023-10-25 09:22:48,3
964,949,77,0,82,29,29,29,60,26,29,50,53,43,30,29,23,13,13,13,13,1,10,10,10,10,10,5,29,7,5,9,6,0,2,1,0,0,1,1,1,2,1,32,2023-10-25 09:24:48,2
978,954,760,424,52,42,42,42,6,10,42,5,27,26,45,25,2,1,1,1,1,1,1,1,1,1,1,3,25,12,5,8,6,0,2,1,1,0,1,1,1,2,1,28,2023-10-25 09:26:48,1
928,913,878,819,59,26,26,26,58,8,27,49,31,22,71,28,20,11,11,11,11,1,9,9,9,9,9,2,28,8,5,8,6,0,2,2,2,1,1,1,1,2,1,31,2023-10-25 09:28:48,0
1094,1083,1338,976,127,22,22,22,104,10,20,86,42,21,15,85,51,33,33,33,33,1,18,18,18,18,18,50,85,7,5,0,0,3,0,1,1,1,0,0,0,0,0,85,2023-10-25 09:30:48,1
946,936,897,810,92,21,21,22,96,21,20,80,48,31,71,44,39,24,24,24,23,1,16,16,16,16,16,6,44,3,5,8,6,1,2,0,0,0,1,1,1,2,1,47,2023-10-25 09:32:48,2
1091,1072,919,871,213,32,32,32,18,13,31,15,24,20,30,189,7,4,4,4,4,0,3,3,3,3,3,164,189,7,5,7,6,1,2,0,0,0,1,1,1,2,1,192,2023-10-25 09:34:48,0
986,969,1189,850,61,24,24,24,24,11,21,20,29,22,30,32,9,8,8,8,5,0,4,4,4,4,4,5,32,6,5,0,0,3,0,2,1,0,0,0,0,0,0,32,2023-10-25 09:36:48,3
941,923,901,841,77,22,22,23,36,12,21,30,28,21,71,49,12,6,6,6,6,0,6,6,6,6,6,16,49,9,5,8,6,1,2,2,2,0,1,1,1,2,1,52,2023-10-25 09:38:48,1
1031,1012,1163,861,91,37,37,38,78,11,36,65,49,34,30,42,26,13,13,13,13,0,13,13,13,13,13,7,42,8,5,8,6,2,2,2,1,1,1,1,1,2,1,45,2023-10-25 09:40:48,1
921,905,985,854,70,26,26,25,48,9,25,40,31,22,71,39,25,17,17,17,17,0,8,8,8,8,8,6,39,7,5,5,6,0,2,1,0,0,1,1,1,2,1,42,2023-10-25 09:42:48,4
976,952,996,911,90,36,36,38,70,20,35,58,52,39,15,38,29,17,17,17,17,2,12,12,12,12,12,4,38,12,5,0,0,1,0,1,0,0,0,0,0,0,0,38,2023-10-25 09:44:48,1
1021,1006,1245,875,85,28,28,27,144,8,28,120,52,28,45,34,49,25,25,25,25,2,24,24,24,24,24,3,34,8,5,9,6,0,2,1,1,0,1,1,1,2,1,37,2023-10-25 09:46:48,1
954,929,931,835,100,39,39,39,104,11,36,87,52,34,71,47,36,19,19,19,19,1,17,17,17,17,17,3,47,10,5,7,6,1,2,2,2,0,1,1,1,2,1,50,2023-10-25 09:48:48,5
1063,1045,1371,960,132,46,46,46,150,27,39,125,73,41,15,59,62,37,37,37,37,2,25,25,25,25,25,0,59,8,5,0,0,7,0,2,1,0,0,0,0,0,0,59,2023-10-25 09:50:48,8
946,935,1068,970,109,23,23,23,118,11,22,98,43,21,71,66,53,33,33,35,33,1,20,20,20,20,20,10,66,3,5,9,6,2,2,0,0,1,1,1,1,2,1,69,2023-10-25 09:52:48,3
995,980,707,602,107,26,26,27,124,11,26,104,46,26,30,61,50,31,31,30,30,1,20,20,20,20,20,3,61,6,5,8,6,0,2,1,0,0,1,1,1,2,1,65,2023-10-25 09:54:48,4
1007,992,388,0,108,27,27,27,124,14,26,103,47,25,30,61,42,22,22,21,21,0,21,21,21,21,21,4,61,5,5,0,0,1,0,0,1,0,0,0,0,0,0,61,2023-10-25 09:56:48,2
958,937,110,0,131,61,61,61,110,46,45,92,78,43,71,52,42,24,24,24,24,7,18,18,18,18,18,6,52,5,5,9,6,17,2,0,2,1,1,1,1,2,1,55,2023-10-25 09:58:48,0
1156,1144,443,0,293,24,24,24,362,9,24,301,89,28,30,204,138,76,76,77,77,0,61,61,61,61,61,24,204,6,5,8,6,0,2,1,1,0,1,1,1,2,1,207,2023-10-25 10:00:48,8
1007,971,302,0,201,50,50,48,176,22,31,147,64,31,71,135,71,43,43,42,42,19,29,29,29,29,29,19,135,4,5,7,6,4,2,3,0,1,1,1,1,2,1,138,2023-10-25 10:02:48,13
992,969,95,0,100,29,29,30,108,12,28,90,45,26,15,55,43,26,26,26,25,2,18,18,18,18,18,4,55,14,5,0,0,1,0,0,0,0,0,0,0,0,0,55,2023-10-25 10:04:48,5
1061,1040,839,414,142,29,29,29,198,18,28,165,69,36,45,73,80,52,52,52,47,2,33,33,33,33,33,12,73,6,5,9,6,0,2,0,1,0,1,1,1,2,1,76,2023-10-25 10:06:48,8
999,971,951,814,139,49,49,49,197,23,47,163,75,41,71,64,77,43,43,43,43,4,34,34,34,34,34,5,64,11,5,6,6,0,2,1,2,0,1,1,1,2,1,67,2023-10-25 10:08:48,4
1061,1038,1385,964,106,37,37,37,125,13,37,105,56,35,15,50,48,31,31,31,28,0,20,20,20,20,20,4,50,11,5,0,0,0,0,2,1,0,0,0,0,0,0,50,2023-10-25 10:10:48,6
982,931,1005,828,110,55,55,56,137,26,48,114,69,38,71,41,50,39,39,40,27,1,23,23,23,23,23,7,41,10,5,8,6,8,2,2,0,1,1,1,1,2,1,45,2023-10-25 10:12:48,20
988,968,962,882,91,33,33,34,93,12,32,78,46,30,30,45,32,19,19,18,17,2,15,15,15,15,15,14,45,11,5,8,6,1,2,1,0,0,1,1,1,2,1,48,2023-10-25 10:14:48,12
997,986,1198,839,86,33,33,33,72,18,30,60,47,32,30,39,24,12,12,12,12,1,12,12,12,12,12,11,39,2,5,0,0,3,0,0,1,0,0,0,0,0,0,39,2023-10-25 10:16:48,2
942,931,916,842,83,27,27,27,94,20,24,78,44,25,71,39,33,17,17,17,17,3,16,16,16,16,16,6,39,3,5,9,6,3,2,0,2,0,1,1,1,2,1,42,2023-10-25 10:18:48,4
1068,1036,1175,856,131,49,49,52,178,21,45,149,79,46,30,52,63,34,34,34,34,6,29,29,29,29,29,8,52,10,5,7,6,4,2,2,1,0,1,1,1,2,1,55,2023-10-25 10:20:48,18
961,948,1044,853,102,30,30,30,136,12,30,113,56,33,56,46,53,31,31,31,30,2,23,23,23,23,23,4,46,5,5,0,0,0,0,0,0,1,0,0,0,0,0,46,2023-10-25 10:22:48,12
983,956,1008,912,104,58,58,56,90,11,52,75,70,51,30,34,31,16,16,16,16,4,15,15,15,15,15,5,34,7,5,9,6,4,2,1,0,0,1,1,1,2,1,37,2023-10-25 10:24:48,8
1007,993,1212,851,87,24,24,24,84,9,24,70,42,28,45,45,29,15,15,15,15,1,14,14,14,14,14,13,45,7,5,6,6,0,2,1,1,0,1,1,1,2,1,48,2023-10-25 10:26:48,10
928,912,913,855,68,26,26,27,72,5,26,60,37,24,71,31,25,13,13,13,13,2,12,12,12,12,12,10,31,9,5,7,6,1,2,2,2,1,1,1,1,2,1,34,2023-10-25 10:28:48,7
1029,1010,1338,983,73,30,30,33,64,9,27,53,43,30,15,30,22,11,11,11,11,2,11,11,11,11,11,5,30,7,5,0,0,2,0,2,1,0,0,0,0,0,0,30,2023-10-25 10:30:48,5
952,922,1060,979,84,43,43,43,68,15,41,57,53,40,71,32,26,15,15,15,15,2,11,11,11,11,11,2,32,15,5,9,6,2,2,1,0,0,1,1,1,2,1,35,2023-10-25 10:32:48,7
968,946,655,587,71,36,36,36,60,12,35,50,46,34,30,24,23,15,15,15,14,1,10,10,10,9,9,2,24,5,5,2,6,2,2,3,0,1,1,1,1,2,1,27,2023-10-25 10:34:48,2
1062,1046,379,0,102,31,31,31,222,13,30,185,65,27,30,37,87,51,51,50,50,0,37,37,37,37,37,10,37,10,5,0,0,1,0,1,1,0,0,0,0,0,0,37,2023-10-25 10:36:48,2
920,901,60,0,67,36,36,37,54,24,32,45,42,29,71,25,21,11,11,12,12,2,9,9,9,9,9,3,25,7,5,7,6,4,2,1,2,0,1,1,1,2,1,28,2023-10-25 10:38:48,4
1043,1032,372,0,91,31,31,31,132,16,31,110,58,36,30,34,45,23,23,23,23,0,22,22,22,22,22,6,34,5,5,8,6,0,2,0,1,0,1,1,1,2,1,37,2023-10-25 10:40:48,4
945,928,68,0,82,34,34,34,66,13,32,55,43,30,56,38,24,13,13,13,13,0,11,11,11,11,11,13,38,10,5,0,0,2,0,2,0,0,0,0,0,0,0,38,2023-10-25 10:42:48,1
992,973,89,0,98,29,29,32,96,15,30,80,49,33,30,49,44,28,28,28,28,1,16,16,16,16,16,10,49,7,5,9,6,0,2,1,0,1,1,1,1,2,1,52,2023-10-25 10:44:48,9
999,967,775,422,71,40,40,44,44,14,37,37,44,35,45,27,15,8,8,8,8,0,7,7,7,7,7,3,27,14,5,4,6,2,2,2,1,0,1,1,1,2,1,30,2023-10-25 10:46:48,4
988,966,942,813,147,68,68,70,158,57,57,131,104,63,56,43,70,43,43,43,43,0,27,27,27,27,27,5,43,9,5,0,0,11,0,3,2,0,0,0,0,0,0,43,2023-10-25 10:48:48,5
1105,1079,1362,953,116,41,41,37,200,19,38,167,69,35,30,47,85,52,52,52,52,2,33,33,33,33,33,10,47,12,5,9,6,1,2,0,1,0,1,1,1,2,1,50,2023-10-25 10:50:48,14
985,964,901,814,121,34,34,34,105,22,28,88,56,33,71,65,42,24,24,24,24,1,17,17,17,17,17,29,65,12,5,4,6,6,2,1,0,0,1,1,1,2,1,68,2023-10-25 10:52:48,4
988,969,937,853,96,38,38,38,121,26,36,100,60,37,15,36,41,26,26,26,22,1,21,21,21,21,21,8,36,5,5,0,0,2,0,0,0,0,0,0,0,0,0,36,2023-10-25 10:54:48,8
1037,1017,1260,850,125,52,52,51,168,20,51,140,75,47,45,50,65,36,36,36,36,1,28,28,28,28,28,3,50,5,5,8,6,0,2,1,1,1,1,1,1,2,1,53,2023-10-25 10:56:48,6
937,915,910,820,86,39,39,39,84,21,39,70,50,36,71,36,33,19,19,19,19,2,14,14,14,14,14,10,36,6,5,9,6,0,2,0,2,1,1,1,1,2,1,39,2023-10-25 10:58:48,5
1098,1020,1434,851,320,262,262,261,56,252,240,47,284,263,30,36,22,15,15,15,13,15,9,9,9,9,9,15,36,14,5,9,6,11,2,2,1,0,1,1,1,2,1,39,2023-10-25 11:00:48,18
964,933,946,872,89,58,58,58,60,19,56,50,45,33,56,44,24,14,14,14,14,2,10,10,10,10,10,14,44,15,5,0,0,2,0,1,0,0,0,0,0,0,0,44,2023-10-25 11:02:48,0
982,962,950,883,81,38,38,38,96,24,37,80,52,35,30,29,32,16,16,16,16,1,16,16,16,16,16,14,29,7,5,7,6,1,2,0,0,0,1,1,1,2,1,32,2023-10-25 11:04:48,2
1024,998,1268,885,106,38,38,38,114,27,38,95,66,46,45,40,41,26,26,26,22,1,19,19,19,19,19,17,40,7,5,7,6,1,2,1,1,1,1,1,1,2,1,43,2023-10-25 11:06:48,6
983,958,950,833,120,45,45,45,144,27,45,120,70,46,56,50,59,35,35,35,35,1,24,24,24,24,24,6,50,9,5,0,0,0,0,0,2,0,0,0,0,0,0,50,2023-10-25 11:08:48,9
1088,1057,1302,958,137,50,50,50,162,30,44,135,77,44,30,60,62,35,35,35,35,2,27,27,27,27,27,13,60,17,5,8,6,6,2,0,1,0,1,1,1,2,1,63,2023-10-25 11:10:48,15
971,955,1095,961,98,42,42,42,107,16,40,89,50,31,71,48,41,24,24,24,23,2,18,18,18,18,18,25,48,4,5,8,6,1,2,2,0,0,6,1,1,2,1,56,2023-10-25 11:12:48,12
1028,1013,785,690,114,25,25,26,169,15,24,141,54,26,15,60,66,39,39,39,38,2,28,28,28,28,28,23,60,5,5,0,0,0,0,1,0,0,0,0,0,0,0,60,2023-10-25 11:14:48,3
985,958,351,0,71,46,46,46,42,29,43,35,56,46,45,15,14,8,8,8,7,2,7,7,7,7,7,5,15,8,5,8,6,3,2,0,1,0,1,1,1,2,1,18,2023-10-25 11:16:48,3
954,924,85,0,97,56,56,57,72,34,52,60,63,46,71,34,29,17,17,17,17,0,12,12,12,12,12,8,34,15,5,8,6,5,2,1,2,1,1,1,1,2,1,37,2023-10-25 11:18:48,3
1120,1099,378,0,98,33,33,33,240,19,31,200,73,31,15,25,114,77,77,77,75,2,40,40,40,39,39,5,25,7,5,0,0,2,0,1,1,0,0,0,0,0,0,25,2023-10-25 11:20:48,4
977,954,87,0,105,38,38,38,112,22,34,93,63,41,71,41,43,25,25,25,24,2,19,19,19,19,19,16,41,8,5,7,6,3,2,1,0,0,1,1,1,2,1,44,2023-10-25 11:22:48,5
983,956,93,0,101,49,49,49,110,23,47,92,69,50,30,32,46,28,28,28,28,1,18,18,18,18,18,7,32,11,5,4,6,1,2,2,0,0,1,1,1,2,1,35,2023-10-25 11:24:48,7
1018,991,767,417,79,40,40,41,94,13,40,78,50,34,45,29,31,16,16,16,15,1,16,16,16,16,16,15,29,8,5,8,6,0,2,0,1,0,1,1,1,2,1,32,2023-10-25 11:26:48,5
954,937,883,820,68,28,28,29,100,9,29,83,42,24,56,26,37,20,20,20,20,1,17,17,17,17,17,6,26,3,5,0,0,1,0,1,2,2,0,0,0,0,0,26,2023-10-25 11:28:48,5
1052,1031,1227,948,85,33,33,34,124,17,29,104,54,32,30,31,44,24,24,24,24,1,20,20,20,20,20,6,31,6,5,9,6,2,2,3,1,0,1,1,1,2,1,34,2023-10-25 11:30:48,8
1026,1007,989,799,112,37,37,37,234,17,37,195,78,39,71,34,106,67,67,67,67,1,39,39,39,39,39,13,34,5,5,7,6,0,2,2,0,0,1,1,1,2,1,37,2023-10-25 11:32:48,13
1001,961,960,863,112,57,57,57,120,25,49,100,70,46,15,42,43,23,23,23,23,7,20,20,20,20,20,11,42,16,5,0,0,4,0,0,0,0,0,0,0,0,0,42,2023-10-25 11:34:48,10
1026,1006,1199,836,92,37,37,37,108,7,36,90,58,39,45,34,38,20,20,20,20,1,18,18,18,18,18,14,34,9,5,7,6,1,2,1,1,0,1,1,1,2,1,37,2023-10-25 11:36:48,8
957,939,906,818,89,32,32,32,138,13,32,115,57,33,71,32,48,25,25,25,25,0,23,23,23,23,23,2,32,10,5,9,6,1,2,3,2,1,1,1,1,2,1,35,2023-10-25 11:38:48,10
1048,1018,1233,845,110,66,66,66,66,13,66,55,80,69,15,30,27,16,16,16,16,0,11,11,11,11,11,8,30,10,5,0,0,0,0,2,1,0,0,0,0,0,0,30,2023-10-25 11:40:48,3
954,932,907,848,84,38,38,39,36,10,37,30,34,27,71,50,17,11,11,11,11,0,6,6,6,6,6,24,50,4,5,8,6,1,2,2,0,0,1,1,1,2,1,53,2023-10-25 11:42:48,3
958,938,959,895,80,32,32,32,60,11,30,50,42,30,30,38,24,14,14,14,14,1,10,10,10,10,10,14,38,7,5,9,6,2,2,1,0,0,1,1,1,2,1,42,2023-10-25 11:44:48,10
1029,1009,1247,882,102,32,32,32,100,10,31,83,55,37,30,47,36,18,18,19,19,3,17,17,17,17,17,23,47,9,5,0,0,1,0,2,1,0,0,0,0,0,0,47,2023-10-25 11:46:48,6
966,939,1017,845,183,89,89,90,116,41,84,97,133,108,71,50,43,25,25,24,24,6,19,19,19,19,19,7,50,8,5,7,6,6,2,2,2,1,1,1,1,2,1,53,2023-10-25 11:48:48,5
1076,1039,1312,921,120,81,81,81,126,25,75,105,85,59,30,35,47,26,26,26,26,6,21,21,21,21,21,10,35,5,5,8,6,5,2,1,1,0,1,1,1,2,1,38,2023-10-25 11:50:48,5
941,928,1039,980,72,27,27,27,72,11,25,60,41,27,71,31,28,16,16,16,16,0,12,12,12,12,12,11,31,3,5,5,6,2,2,2,0,0,1,1,1,2,1,34,2023-10-25 11:52:48,5
1011,997,823,741,99,28,28,28,186,7,25,155,60,27,15,39,69,38,38,38,38,1,31,31,31,31,31,18,39,5,5,0,0,2,0,2,0,0,0,0,0,0,0,39,2023-10-25 11:54:48,7
1033,1013,377,0,94,31,31,31,152,17,30,126,55,28,45,39,60,32,32,34,34,0,26,26,26,26,26,3,39,7,5,7,6,1,2,0,1,0,1,1,1,2,1,42,2023-10-25 11:56:48,9
954,939,80,0,84,31,31,31,136,20,32,114,57,34,71,27,45,25,25,23,23,1,22,22,22,22,22,5,27,4,5,2,6,1,2,0,2,2,1,1,1,2,1,30,2023-10-25 11:58:48,3
1106,1063,234,0,141,88,88,88,192,18,70,160,112,76,15,29,70,38,38,38,38,17,32,32,32,32,32,10,29,7,5,0,0,4,0,0,1,0,0,0,0,0,0,30,2023-10-25 12:00:48,20
944,920,260,0,81,42,42,42,90,18,37,75,58,39,71,23,28,15,15,15,14,2,15,15,15,14,14,2,23,5,5,3,6,4,2,2,0,0,1,1,1,2,1,26,2023-10-25 12:02:48,4
987,977,50,0,52,22,22,22,132,9,21,110,40,17,30,12,54,32,32,32,32,1,22,22,22,22,22,2,12,5,5,9,6,1,2,0,0,0,1,1,1,2,1,15,2023-10-25 12:04:48,4
993,978,763,422,55,22,22,21,84,13,20,70,37,21,30,18,28,18,18,18,14,0,14,14,14,14,14,8,18,8,5,0,0,2,0,0,1,0,0,0,0,0,0,18,2023-10-25 12:06:48,7
941,918,897,819,84,44,44,45,54,9,43,45,61,51,71,23,19,10,10,10,10,2,9,9,9,9,9,9,23,6,5,8,6,1,2,0,2,0,1,1,1,2,1,26,2023-10-25 12:08:48,2
1025,1013,1330,978,71,33,33,33,90,12,32,75,39,22,30,32,30,15,15,15,15,0,15,15,15,15,15,5,32,6,5,8,6,2,2,0,1,1,1,1,1,2,1,35,2023-10-25 12:10:48,3
933,916,875,836,53,29,29,29,36,18,26,30,30,23,56,23,12,6,6,6,6,2,6,6,6,6,6,13,23,6,5,0,0,1,0,1,0,0,0,0,0,0,0,23,2023-10-25 12:12:48,5
926,918,890,857,31,18,18,18,18,6,17,15,21,17,30,10,6,3,3,3,3,1,3,3,3,3,3,1,10,2,5,8,6,1,2,1,0,0,1,1,1,2,1,13,2023-10-25 12:14:48,3
983,972,1167,842,43,26,26,25,48,9,23,40,34,24,45,9,16,8,8,8,8,0,8,8,8,8,8,3,9,4,5,5,6,2,2,0,1,0,1,1,1,2,1,12,2023-10-25 12:16:48,5
930,913,905,850,59,24,24,25,72,10,24,60,40,28,71,19,24,12,12,12,12,3,12,12,12,12,12,4,19,6,5,9,6,0,2,2,2,0,1,1,1,2,1,22,2023-10-25 12:18:48,3
1001,985,1188,863,39,21,21,21,10,10,20,8,21,17,15,18,3,1,1,1,1,0,2,2,2,2,2,0,18,9,5,0,0,2,0,0,1,1,0,0,0,0,0,18,2023-10-25 12:20:48,2
906,891,929,878,59,34,34,34,16,16,32,13,37,33,71,22,4,2,2,3,3,1,3,3,3,3,3,7,22,9,5,8,6,1,2,1,0,0,1,1,1,2,1,25,2023-10-25 12:22:48,4
930,923,956,919,37,22,22,22,10,12,21,9,24,23,30,13,5,3,3,2,2,1,1,1,1,1,1,0,13,3,5,9,6,0,2,0,0,0,1,1,1,2,1,16,2023-10-25 12:24:48,2
973,962,1197,873,40,22,22,22,18,7,21,15,25,21,30,15,6,3,3,3,3,0,3,3,3,3,3,1,15,9,5,0,0,1,0,0,1,0,0,0,0,0,0,15,2023-10-25 12:26:48,2
907,893,894,862,36,25,25,25,0,19,23,0,28,26,71,8,0,0,0,0,0,0,0,0,0,0,0,2,8,7,5,8,6,2,2,1,2,0,1,1,1,2,1,11,2023-10-25 12:28:48,2
1114,995,1884,974,671,617,617,615,18,9,601,15,647,635,30,24,6,3,3,3,3,22,3,3,3,3,3,10,24,8,5,8,6,9,2,1,1,1,1,1,1,2,1,27,2023-10-25 12:30:48,4
937,924,1079,1000,56,25,25,25,48,11,25,40,28,19,56,28,21,13,13,13,13,2,8,8,8,8,8,9,28,5,5,0,0,1,0,2,0,1,0,0,0,0,0,28,2023-10-25 12:32:48,2
926,915,524,484,42,18,18,18,22,14,17,18,25,20,30,17,7,4,4,3,3,0,4,4,4,4,4,1,17,5,5,9,6,1,2,0,0,0,1,1,1,2,1,20,2023-10-25 12:34:48,4
1015,998,345,0,66,31,31,32,116,10,31,97,47,28,45,19,40,20,20,21,21,1,19,19,19,19,19,8,19,7,5,7,6,0,2,1,1,0,1,1,1,2,1,22,2023-10-25 12:36:48,4
927,910,54,0,62,27,27,26,44,14,24,35,34,21,56,28,10,5,5,5,5,1,9,9,9,9,9,9,28,6,5,0,0,3,0,1,2,0,0,0,0,0,0,28,2023-10-25 12:38:48,8
1019,1000,258,0,33,26,26,26,22,9,19,20,17,14,30,16,14,8,8,8,8,8,2,2,2,2,2,6,16,4,5,9,6,1,2,0,1,0,1,1,1,2,1,19,2023-10-25 12:40:48,2
930,913,120,0,74,30,30,31,48,16,31,40,42,33,71,32,22,14,14,14,14,4,8,8,8,8,8,11,32,8,5,5,6,0,2,1,0,1,1,1,1,2,1,35,2023-10-25 12:42:48,5
955,942,49,0,54,29,29,28,36,20,25,30,31,22,15,23,18,12,12,12,12,4,6,6,6,6,6,2,23,1,5,0,0,3,0,0,0,0,0,0,0,0,0,23,2023-10-25 12:44:48,3
986,965,775,425,82,64,64,64,30,42,51,25,61,43,45,21,12,7,7,7,7,6,5,5,5,5,5,5,21,6,5,8,6,13,2,1,1,0,1,1,1,2,1,24,2023-10-25 12:46:48,5
912,897,856,803,61,29,29,29,18,13,26,15,34,28,71,27,6,3,3,3,3,0,3,3,3,3,3,5,27,10,5,7,6,3,2,1,2,0,1,1,1,2,1,31,2023-10-25 12:48:48,4
994,976,1220,955,43,35,35,35,6,14,33,5,31,28,30,12,2,1,1,1,1,1,1,1,1,1,1,1,12,7,5,7,6,2,2,0,1,0,1,1,1,2,1,15,2023-10-25 12:50:48,2
917,906,930,821,49,29,29,29,42,17,27,35,39,29,56,10,15,8,8,8,8,0,7,7,7,7,7,1,10,3,5,0,0,3,0,0,0,1,0,0,0,0,0,10,2023-10-25 12:52:48,2
947,937,909,875,41,18,18,17,30,9,18,25,23,17,30,18,10,5,5,5,5,0,5,5,5,5,5,6,18,1,5,7,6,0,2,0,0,0,1,1,1,2,1,21,2023-10-25 12:54:48,7
978,963,1183,851,48,22,22,23,24,8,22,20,25,21,45,23,8,4,4,4,4,1,4,4,4,4,4,2,23,6,5,4,6,0,2,0,1,0,1,1,1,2,1,26,2023-10-25 12:56:48,2
916,904,861,826,36,18,18,18,36,7,18,30,22,16,56,14,13,7,7,7,7,1,6,6,6,6,6,1,14,5,5,0,0,0,0,1,2,0,0,0,0,0,0,14,2023-10-25 12:58:48,3
1026,987,1191,860,49,39,39,39,12,14,31,10,34,29,30,15,4,18,18,18,2,6,2,2,2,2,2,2,15,10,5,8,6,3,2,0,1,1,1,1,1,2,1,18,2023-10-25 13:00:48,19
