request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1269,1269,611,686,531,79,80,80,75,75,75,76,5,9,1,12,12,0,1,0,2023-11-13 23:12:48,0
1269,1269,410,460,346,59,59,59,55,55,55,55,5,10,1,12,12,0,1,0,2023-11-13 23:13:16,0
1300,1300,37,19,4,8,8,8,7,7,7,7,1,2,0,12,12,1,0,0,2023-11-13 23:14:48,0
1286,1286,33,19,4,8,8,8,7,7,7,7,1,1,0,12,12,1,0,0,2023-11-13 23:15:16,0
1298,1298,37,32,7,16,16,16,8,8,8,8,10,3,2,12,12,0,2,0,2023-11-13 23:16:48,0
1299,1299,37,38,7,19,19,19,11,11,11,11,10,4,2,12,12,0,2,0,2023-11-13 23:17:16,0
1288,1288,74,263,10,200,199,199,47,47,47,46,191,39,45,12,12,31,5,2,2023-11-13 23:18:48,0
1292,1292,97,363,12,278,277,277,62,62,62,61,270,55,66,12,12,45,7,2,2023-11-13 23:19:16,0
1271,1271,121,462,13,356,357,357,81,81,81,82,344,71,80,12,12,52,17,0,2023-11-13 23:20:48,0
1273,1273,117,447,10,349,349,349,77,77,77,77,340,69,79,12,12,50,17,1,2023-11-13 23:21:16,0
1287,1287,381,575,291,205,205,205,73,73,73,73,165,36,39,12,12,25,4,4,2023-11-13 23:22:48,0
1295,1295,505,643,416,149,149,149,77,77,77,77,90,26,19,12,12,13,2,3,2023-11-13 23:23:16,0
1302,1302,640,708,547,80,80,80,80,80,80,80,0,13,0,12,12,0,0,0,2023-11-13 23:24:48,0
1296,1296,640,713,549,81,82,82,81,81,81,82,0,13,0,12,12,0,0,0,2023-11-13 23:25:16,0
1290,1290,602,670,508,81,81,81,81,81,81,81,0,22,0,12,12,0,0,0,2023-11-13 23:26:48,0
1296,1296,645,711,545,83,83,83,83,83,83,83,0,21,0,12,12,0,0,0,2023-11-13 23:27:16,0
1296,1296,854,941,741,106,106,106,94,94,94,94,15,18,3,12,12,0,3,0,2023-11-13 23:28:48,0
1295,1295,887,975,779,104,104,104,92,92,92,92,15,16,3,12,12,0,3,0,2023-11-13 23:29:16,0
1264,1264,822,893,725,84,84,84,84,84,84,84,0,14,0,12,12,0,0,0,2023-11-13 23:30:48,0
1265,1265,825,895,729,83,83,83,83,83,83,83,0,14,0,12,12,0,0,0,2023-11-13 23:31:16,0
1295,1295,861,936,759,89,88,88,89,89,89,88,0,9,0,12,12,0,0,0,2023-11-13 23:32:48,0
1295,1295,832,904,730,87,87,87,87,87,87,87,0,7,0,12,12,0,0,0,2023-11-13 23:33:16,0
1302,1302,806,879,703,87,88,88,87,87,87,88,0,11,0,12,12,0,0,0,2023-11-13 23:34:48,0
1294,1294,761,831,652,89,89,89,89,89,89,89,0,16,0,12,12,0,0,0,2023-11-13 23:35:16,0
1294,1294,791,844,686,79,79,79,79,79,79,79,0,11,0,12,12,0,0,0,2023-11-13 23:36:48,0
1296,1296,791,848,696,76,76,76,76,76,76,76,0,9,0,12,12,0,0,0,2023-11-13 23:37:16,0
1270,1270,743,820,640,90,90,90,90,90,90,90,0,7,0,12,12,0,0,0,2023-11-13 23:38:48,0
1267,1267,812,887,703,92,92,92,92,92,92,92,0,7,0,12,12,0,0,0,2023-11-13 23:39:16,0
1288,1288,779,854,686,84,84,84,84,84,84,84,0,16,0,12,12,0,0,0,2023-11-13 23:40:48,0
1297,1297,721,807,619,94,94,94,94,94,94,94,0,16,0,12,12,0,0,0,2023-11-13 23:41:16,0
1294,1294,888,969,777,96,96,96,96,96,96,96,0,7,0,12,12,0,0,0,2023-11-13 23:42:48,0
1294,1294,861,929,765,82,82,82,82,82,82,82,0,6,0,12,12,0,0,0,2023-11-13 23:43:16,0
1308,1308,159,164,124,22,22,22,18,18,18,18,5,3,1,12,12,0,1,0,2023-11-13 23:44:48,0
1294,1294,28,19,4,9,9,9,5,5,5,5,5,1,1,12,12,0,1,0,2023-11-13 23:45:16,0
1275,1275,37,22,7,7,7,7,7,7,7,7,0,0,0,12,12,0,0,0,2023-11-13 23:46:48,0
1267,1267,44,23,13,5,5,5,5,5,5,5,0,0,0,12,12,0,0,0,2023-11-13 23:47:16,0
1279,1279,82,180,15,129,128,128,31,31,31,30,122,24,30,12,12,16,6,2,2023-11-13 23:48:48,1
1299,1299,93,281,9,217,216,216,49,49,49,48,210,42,49,12,12,31,9,2,2023-11-13 23:49:16,1
1295,1295,111,431,10,337,337,337,73,73,73,73,330,67,77,12,12,54,13,0,2023-11-13 23:50:48,0
1296,1296,110,435,12,339,339,339,73,73,73,73,332,66,77,12,12,52,14,0,2023-11-13 23:51:16,0
1295,1295,231,504,144,281,282,282,71,71,71,72,263,53,60,12,12,39,9,4,2023-11-13 23:52:48,0
1296,1296,325,524,241,207,208,208,69,69,69,70,173,37,41,12,12,26,5,4,2023-11-13 23:53:16,0
1302,1302,892,963,799,82,82,82,82,82,82,82,0,8,0,12,12,0,0,0,2023-11-13 23:54:48,0
1295,1295,954,1027,863,82,82,82,82,82,82,82,0,9,0,12,12,0,0,0,2023-11-13 23:55:16,0
1279,1279,640,699,554,72,72,72,72,72,72,72,0,7,0,12,12,0,0,0,2023-11-13 23:56:48,0
1272,1272,657,723,560,81,81,81,81,81,81,81,0,5,0,12,12,0,0,0,2023-11-13 23:57:16,0
1290,1290,903,966,808,79,79,79,79,79,79,79,0,6,0,12,12,0,0,0,2023-11-13 23:58:48,0
1296,1296,931,995,834,81,81,81,80,80,80,80,1,10,0,12,12,1,0,0,2023-11-13 23:59:16,0
1288,1288,785,888,679,113,113,113,96,96,96,96,21,18,4,12,12,1,4,0,2023-11-14 00:00:48,0
1296,1296,805,904,700,110,110,110,94,94,94,94,20,17,4,12,12,0,4,0,2023-11-14 00:01:16,0
1295,1295,1122,1202,1018,92,92,92,92,92,92,92,0,12,0,12,12,0,0,0,2023-11-14 00:02:48,0
1295,1295,1266,1338,1168,85,85,85,85,85,85,85,0,13,0,12,12,0,0,0,2023-11-14 00:03:16,0
1301,1301,1414,1476,1316,80,80,80,80,80,80,80,0,12,0,12,12,0,0,0,2023-11-14 00:04:48,0
1264,1264,1335,1402,1240,81,81,81,81,81,81,81,0,9,0,12,12,0,0,0,2023-11-14 00:05:16,0
1268,1268,1175,1233,1089,72,72,72,71,71,71,71,1,9,0,12,12,1,0,0,2023-11-14 00:06:48,0
1296,1296,1092,1149,1007,71,71,71,70,70,70,70,1,11,0,12,12,1,0,0,2023-11-14 00:07:16,0
1288,1288,1062,1179,951,130,130,130,98,98,98,98,40,19,8,12,12,0,8,0,2023-11-14 00:08:48,0
1293,1293,1099,1220,974,139,139,139,107,107,107,107,40,19,8,12,12,0,8,0,2023-11-14 00:09:16,0
1299,1299,348,381,292,50,50,50,38,38,38,38,15,7,3,12,12,1,2,0,2023-11-14 00:10:48,1
1292,1292,92,102,63,25,25,25,13,13,13,13,15,4,3,12,12,1,2,0,2023-11-14 00:11:16,1
1304,1304,19,15,7,4,4,4,4,4,4,4,0,0,0,12,12,0,0,0,2023-11-14 00:12:48,0
1293,1293,18,17,7,5,5,5,5,5,5,5,0,0,0,12,12,0,0,0,2023-11-14 00:13:16,0
1261,1261,37,91,4,66,66,66,18,18,18,18,60,14,15,12,12,10,2,0,2023-11-14 00:14:48,0
1268,1268,50,181,2,140,140,140,32,32,32,32,135,29,34,12,12,21,4,2,2023-11-14 00:15:16,0
1294,1294,99,423,11,329,328,328,71,71,71,70,322,65,77,12,12,51,12,2,2023-11-14 00:16:48,0
1301,1301,100,418,10,328,327,327,70,70,70,69,322,64,74,12,12,52,12,0,2023-11-14 00:17:16,0
1288,1288,180,472,78,313,314,314,71,71,71,72,303,63,69,12,12,47,9,4,2023-11-14 00:18:48,0
1295,1295,462,699,363,255,256,256,73,73,73,74,228,50,53,12,12,35,7,4,2023-11-14 00:19:16,0
1293,1293,1169,1236,1080,78,78,78,78,78,78,78,0,9,0,12,12,0,0,0,2023-11-14 00:20:48,0
1294,1294,1108,1171,1019,76,76,76,76,76,76,76,0,10,0,12,12,0,0,0,2023-11-14 00:21:16,0
1295,1295,1120,1177,1029,74,74,74,74,74,74,74,0,11,0,12,12,0,0,0,2023-11-14 00:22:48,0
1275,1275,1158,1211,1060,76,75,75,76,76,76,75,0,10,0,12,12,0,0,0,2023-11-14 00:23:16,0
1283,1283,1015,1066,921,73,73,73,72,72,72,72,1,6,0,12,12,1,0,0,2023-11-14 00:24:48,0
1292,1292,948,1013,857,78,79,79,77,77,77,78,1,10,0,12,12,1,0,0,2023-11-14 00:25:16,0
1286,1286,941,1005,855,75,75,75,75,75,75,75,0,8,0,12,12,0,0,0,2023-11-14 00:26:48,0
1293,1293,997,1059,906,77,76,76,77,77,77,76,0,4,0,12,12,0,0,0,2023-11-14 00:27:16,0
1293,1293,1040,1111,932,89,89,89,89,89,89,89,0,11,0,12,12,0,0,0,2023-11-14 00:28:48,0
1295,1295,1024,1095,921,86,87,87,86,86,86,87,0,13,0,12,12,0,0,0,2023-11-14 00:29:16,0
1297,1297,313,339,275,32,32,32,32,32,32,32,0,4,0,12,12,0,0,0,2023-11-14 00:30:48,0
1293,1293,68,68,46,11,11,11,11,11,11,11,0,1,0,12,12,0,0,0,2023-11-14 00:31:16,0
1277,1277,30,21,13,4,4,4,4,4,4,4,0,0,0,12,12,0,0,0,2023-11-14 00:32:48,0
1268,1268,31,25,15,5,5,5,5,5,5,5,0,0,0,12,12,0,0,0,2023-11-14 00:33:16,0
1287,1287,35,63,14,38,38,38,10,10,10,10,35,7,8,12,12,5,2,0,2023-11-14 00:34:48,1
1295,1295,57,172,12,125,124,124,29,29,29,28,120,24,31,12,12,19,3,2,2023-11-14 00:35:16,1
1302,1302,97,425,2,339,337,337,71,71,71,69,334,68,81,12,12,54,11,2,2023-11-14 00:36:48,1
1296,1296,86,408,3,328,328,328,67,67,67,67,326,68,75,12,12,53,13,0,2023-11-14 00:37:16,1
1290,1290,90,395,3,317,318,318,65,65,65,66,316,64,72,12,12,49,10,4,2023-11-14 00:38:48,0
1295,1295,330,586,236,268,269,269,73,73,73,74,244,51,56,12,12,37,7,4,2023-11-14 00:39:16,0
1293,1293,1031,1111,941,87,88,88,82,82,82,83,6,16,1,12,12,2,0,0,2023-11-14 00:40:48,0
1294,1294,1010,1084,920,83,82,82,82,82,82,81,1,13,0,12,12,1,0,0,2023-11-14 00:41:16,0
1291,1291,1021,1098,924,87,87,87,87,87,87,87,0,8,0,12,12,0,0,0,2023-11-14 00:42:48,0
1277,1277,1031,1098,931,83,84,84,83,83,83,84,0,9,0,12,12,0,0,0,2023-11-14 00:43:16,0
1283,1283,838,908,746,81,81,81,81,81,81,81,0,9,0,12,12,0,0,0,2023-11-14 00:44:48,0
1294,1294,891,966,802,82,82,82,82,82,82,82,0,8,0,12,12,0,0,0,2023-11-14 00:45:16,0
1287,1287,1125,1193,1037,78,78,78,78,78,78,78,0,12,0,12,12,0,0,0,2023-11-14 00:46:48,0
1296,1296,1050,1116,970,73,73,73,73,73,73,73,0,13,0,12,12,0,0,0,2023-11-14 00:47:16,0
1299,1299,236,247,211,18,18,18,18,18,18,18,0,2,0,12,12,0,0,0,2023-11-14 00:48:48,0
1291,1291,13,25,1,18,18,18,6,6,6,6,15,4,3,12,12,0,3,0,2023-11-14 00:49:16,0
1296,1296,22,37,8,20,20,20,8,8,8,8,15,5,3,12,12,0,3,0,2023-11-14 00:50:48,0
1297,1297,20,17,8,4,4,4,4,4,4,4,0,1,0,12,12,0,0,0,2023-11-14 00:51:16,0
1265,1265,49,134,3,103,102,102,23,23,23,22,100,21,26,12,12,16,2,2,2023-11-14 00:52:48,0
1272,1272,69,238,2,189,188,188,41,41,41,40,185,38,44,12,12,30,5,2,2023-11-14 00:53:16,0
1296,1296,93,408,1,328,328,328,68,68,68,68,325,65,76,12,12,52,13,0,2023-11-14 00:54:48,0
1293,1293,90,412,2,331,331,331,68,68,68,68,328,66,76,12,12,52,14,0,2023-11-14 00:55:16,0
1297,1297,269,543,177,283,284,284,75,75,75,76,260,57,59,12,12,40,8,4,2023-11-14 00:56:48,0
1294,1294,470,678,372,218,219,219,81,81,81,82,172,40,41,12,12,26,4,4,2023-11-14 00:57:16,0
1290,1290,902,983,806,89,89,89,88,88,88,88,1,10,0,12,12,1,0,0,2023-11-14 00:58:48,0
1296,1296,921,1003,826,89,89,89,88,88,88,88,1,13,0,12,12,1,0,0,2023-11-14 00:59:16,0
1273,1273,943,1019,850,84,84,84,84,84,84,84,0,13,0,12,12,0,0,0,2023-11-14 01:00:48,0
1274,1274,982,1051,892,79,79,79,79,79,79,79,0,9,0,12,12,0,0,0,2023-11-14 01:01:16,0
1296,1296,904,962,828,67,67,67,67,67,67,67,0,5,0,12,12,0,0,0,2023-11-14 01:02:48,0
1295,1295,855,913,775,69,69,69,69,69,69,69,0,8,0,12,12,0,0,0,2023-11-14 01:03:16,0
1301,1301,239,253,207,23,23,23,23,23,23,23,0,3,0,12,12,0,0,0,2023-11-14 01:04:48,0
1292,1292,10,7,3,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-14 01:05:16,0
1293,1293,11,10,4,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-14 01:06:48,0
1296,1296,11,10,4,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-14 01:07:16,0
1289,1289,35,111,5,84,83,83,20,20,20,19,79,16,18,12,12,12,2,2,2023-11-14 01:08:48,1
1295,1295,55,212,4,165,164,164,37,37,37,36,160,32,39,12,12,25,5,2,2023-11-14 01:09:16,1
1271,1271,92,408,3,324,324,324,67,67,67,67,322,64,79,12,12,51,13,0,2023-11-14 01:10:48,0
1270,1270,93,415,4,332,332,332,68,68,68,68,329,66,76,12,12,54,12,0,2023-11-14 01:11:16,0
1291,1291,159,440,66,296,297,297,69,69,69,70,284,60,64,12,12,45,8,4,2023-11-14 01:12:48,0
1294,1294,401,606,310,222,223,223,66,66,66,67,196,44,46,12,12,29,6,4,2023-11-14 01:13:16,0
1303,1303,1049,1130,964,91,91,91,75,75,75,75,20,13,4,12,12,0,4,0,2023-11-14 01:14:48,0
1294,1294,979,1072,890,99,99,99,83,83,83,83,20,16,4,12,12,0,4,0,2023-11-14 01:15:16,0
1294,1294,998,1076,905,86,86,86,85,85,85,85,1,13,0,12,12,1,0,0,2023-11-14 01:16:48,0
1296,1296,1084,1152,994,80,79,79,79,79,79,78,1,9,0,12,12,1,0,0,2023-11-14 01:17:16,0
1274,1274,790,822,728,47,47,47,47,47,47,47,0,4,0,12,12,0,0,0,2023-11-14 01:18:48,0
1264,1264,513,533,469,32,32,32,32,32,32,32,0,3,0,12,12,0,0,0,2023-11-14 01:19:16,0
1292,1292,25,14,4,5,5,5,4,5,5,5,0,0,0,12,12,0,0,0,2023-11-14 01:20:48,1
1295,1295,26,13,4,4,5,5,3,4,4,5,0,0,0,12,12,0,0,0,2023-11-14 01:21:16,1
1293,1293,17,14,3,5,5,5,5,5,5,5,0,0,0,12,12,0,0,0,2023-11-14 01:22:48,0
1295,1295,28,52,6,34,34,34,10,10,10,10,30,6,7,12,12,4,2,0,2023-11-14 01:23:16,0
1299,1299,84,358,5,282,282,282,58,58,58,58,280,56,69,12,12,47,7,2,2023-11-14 01:24:48,0
1303,1303,93,420,2,334,333,333,70,70,70,69,330,66,81,12,12,53,11,2,2023-11-14 01:25:16,0
1295,1295,85,403,1,327,325,325,67,67,67,65,324,64,74,12,12,49,14,1,2023-11-14 01:26:48,0
1296,1296,79,395,1,322,322,322,64,64,64,64,322,64,72,12,12,50,10,4,2023-11-14 01:27:16,0
1288,1288,701,836,607,147,149,149,79,79,79,81,86,28,19,12,12,13,2,3,2023-11-14 01:28:48,0
1263,1263,919,995,824,88,89,89,82,82,82,83,8,15,2,12,12,2,0,0,2023-11-14 01:29:16,0
1266,1266,899,969,810,80,79,79,80,80,80,79,0,13,0,12,12,0,0,0,2023-11-14 01:30:48,0
1285,1285,897,964,802,81,81,81,81,81,81,81,0,12,0,12,12,0,0,0,2023-11-14 01:31:16,0
1294,1294,851,919,767,75,76,76,75,75,75,76,0,10,0,12,12,0,0,0,2023-11-14 01:32:48,0
1307,1307,737,793,667,62,62,62,62,62,62,62,0,9,0,12,12,0,0,0,2023-11-14 01:33:16,0
1301,1301,129,127,112,7,7,7,7,7,7,7,0,1,0,12,12,0,0,0,2023-11-14 01:34:48,0
1295,1295,17,9,3,3,3,3,3,3,3,3,0,1,0,12,12,0,0,0,2023-11-14 01:35:16,0
1298,1298,18,7,3,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-14 01:36:48,0
1293,1293,11,2,2,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-14 01:37:16,0
1260,1260,43,163,1,128,127,127,28,28,28,27,125,25,32,12,12,20,3,2,2023-11-14 01:38:48,1
1271,1271,60,261,1,209,208,208,44,44,44,43,206,41,49,12,12,34,5,2,2023-11-14 01:39:16,1
1295,1295,83,397,1,321,321,321,65,65,65,65,320,65,74,12,12,51,13,0,2023-11-14 01:40:48,0
1295,1295,87,405,3,326,326,326,66,66,66,66,325,66,75,12,12,50,15,0,2023-11-14 01:41:16,0
1295,1295,397,649,319,257,258,258,65,65,65,66,240,50,55,12,12,37,7,4,2023-11-14 01:42:48,0
1295,1295,630,812,548,190,191,191,67,67,67,68,154,37,37,12,12,24,3,4,2023-11-14 01:43:16,0
1298,1298,977,1039,898,70,70,70,70,70,70,70,0,6,0,12,12,0,0,0,2023-11-14 01:44:48,0
1296,1296,897,953,830,61,61,61,61,61,61,61,0,4,0,12,12,0,0,0,2023-11-14 01:45:16,0
1270,1270,737,770,682,44,44,44,44,44,44,44,0,5,0,12,12,0,0,0,2023-11-14 01:46:48,0
1258,1258,562,587,519,34,34,34,34,34,34,34,0,3,0,12,12,0,0,0,2023-11-14 01:47:16,0
1289,1289,16,17,3,7,7,7,7,7,7,7,0,0,0,12,12,0,0,0,2023-11-14 01:48:48,0
1293,1293,18,20,4,8,8,8,8,8,8,8,0,1,0,12,12,0,0,0,2023-11-14 01:49:16,0
1296,1296,14,6,2,2,2,2,2,2,2,2,0,2,0,12,12,0,0,0,2023-11-14 01:50:48,0
1301,1301,15,5,1,2,2,2,2,2,2,2,0,2,0,12,12,0,0,0,2023-11-14 01:51:16,0
1291,1291,62,287,1,229,228,228,48,48,48,47,226,46,55,12,12,38,5,2,2023-11-14 01:52:48,2
1296,1296,86,393,2,313,312,312,64,64,64,63,311,63,77,12,12,51,10,2,2023-11-14 01:53:16,2
1303,1303,87,401,4,322,322,322,66,66,66,66,320,64,72,12,12,48,16,0,2023-11-14 01:54:48,0
1261,1261,81,388,3,312,311,311,65,65,65,64,309,61,70,12,12,46,12,3,2023-11-14 01:55:16,0
1261,1261,646,828,558,187,188,188,76,76,76,77,139,33,34,12,12,22,2,4,2023-11-14 01:56:48,0
1302,1302,994,1118,907,130,132,132,78,78,78,80,65,19,14,12,12,11,1,1,2023-11-14 01:57:16,0
1296,1296,988,1046,904,71,71,71,71,71,71,71,0,8,0,12,12,0,0,0,2023-11-14 01:58:48,0
1296,1296,622,662,556,53,53,53,53,53,53,53,0,7,0,12,12,0,0,0,2023-11-14 01:59:16,0
1300,1300,24,17,9,4,4,4,4,4,4,4,0,1,0,12,12,0,0,0,2023-11-14 02:00:48,0
1296,1296,24,16,8,4,4,4,4,4,4,4,0,1,0,12,12,0,0,0,2023-11-14 02:01:16,0
1295,1295,17,2,0,1,1,1,1,1,1,1,0,1,0,12,12,0,0,0,2023-11-14 02:02:48,0
1296,1296,18,4,0,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-14 02:03:16,0
1275,1275,59,248,1,198,196,196,43,43,43,41,193,40,45,12,12,33,5,2,2023-11-14 02:04:48,1
1270,1270,82,346,2,275,274,274,57,57,57,56,272,54,66,12,12,45,7,2,2023-11-14 02:05:16,1
1294,1294,96,409,3,327,329,329,66,66,66,68,327,64,77,12,12,50,14,0,2023-11-14 02:06:48,0
1294,1294,92,408,3,326,326,326,68,68,68,68,323,65,76,12,12,50,14,1,2023-11-14 02:07:16,0
1288,1288,488,675,409,196,196,196,64,64,64,64,165,34,39,12,12,25,4,4,2023-11-14 02:08:48,0
1295,1295,696,824,622,136,137,137,64,64,64,65,90,21,19,12,12,13,2,3,2023-11-14 02:09:16,0
1295,1295,1180,1255,1097,79,79,79,79,79,79,79,0,9,0,12,12,0,0,0,2023-11-14 02:10:48,0
1289,1289,1105,1170,1028,71,71,71,71,71,71,71,0,10,0,12,12,0,0,0,2023-11-14 02:11:16,0
1269,1269,161,166,146,10,10,10,10,10,10,10,0,3,0,12,12,0,0,0,2023-11-14 02:12:48,0
1276,1276,11,8,2,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-14 02:13:16,0
1306,1306,13,8,2,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-14 02:14:48,0
1294,1294,9,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-14 02:15:16,0
1292,1292,44,154,2,120,118,118,26,26,26,24,117,23,30,12,12,18,3,2,2023-11-14 02:16:48,0
1295,1295,59,254,2,203,202,202,42,42,42,41,201,41,47,12,12,34,5,2,2023-11-14 02:17:16,0
1287,1287,83,401,1,324,325,325,65,65,65,66,324,65,75,12,12,53,12,0,2023-11-14 02:18:48,0
1295,1295,86,409,1,330,330,330,67,67,67,67,329,65,77,12,12,50,15,0,2023-11-14 02:19:16,0
1296,1296,383,642,304,263,263,263,68,68,68,68,244,52,56,12,12,37,8,4,2023-11-14 02:20:48,0
1296,1296,652,847,564,200,201,201,76,76,76,77,155,40,37,12,12,24,3,4,2023-11-14 02:21:16,0
1275,1275,994,1072,907,82,83,83,82,82,82,83,0,14,0,12,12,0,0,0,2023-11-14 02:22:48,0
1267,1267,806,865,737,64,64,64,64,64,64,64,0,9,0,12,12,0,0,0,2023-11-14 02:23:16,0
1297,1297,107,109,91,9,9,9,9,9,9,9,0,1,0,12,12,0,0,0,2023-11-14 02:24:48,0
1295,1295,6,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-14 02:25:16,0
1295,1295,9,2,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-14 02:26:48,0
1294,1294,13,4,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-14 02:27:16,0
1285,1285,44,166,0,132,131,131,28,28,28,27,130,26,33,12,12,20,4,2,2023-11-14 02:28:48,0
1295,1295,58,261,0,211,210,210,43,43,43,42,210,42,50,12,12,35,5,2,2023-11-14 02:29:16,0
1280,1280,83,406,3,328,327,327,66,66,66,65,327,65,75,12,12,53,12,0,2023-11-14 02:30:48,0
1273,1273,87,415,3,335,335,335,67,67,67,67,335,67,77,12,12,51,16,0,2023-11-14 02:31:16,0
1288,1288,427,672,339,253,255,255,71,71,71,73,228,49,53,12,12,35,7,4,2023-11-14 02:32:48,0
1296,1296,695,870,601,187,188,188,75,75,75,76,140,34,34,12,12,22,2,4,2023-11-14 02:33:16,0
1303,1303,1004,1056,914,71,71,71,71,71,71,71,0,13,0,12,12,0,0,0,2023-11-14 02:34:48,0
1294,1294,714,752,652,50,50,50,50,50,50,50,0,10,0,12,12,0,0,0,2023-11-14 02:35:16,0
1296,1296,9,6,2,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-14 02:36:48,0
1296,1296,11,7,2,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-14 02:37:16,0
1288,1288,8,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-14 02:38:48,0
1295,1295,8,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-14 02:39:16,0
1270,1270,52,240,1,193,192,192,40,40,40,39,191,38,45,12,12,31,5,2,2023-11-14 02:40:48,0
1263,1263,73,335,1,268,267,267,55,55,55,54,266,53,65,12,12,44,7,2,2023-11-14 02:41:16,0
1287,1287,85,405,2,326,326,326,66,66,66,66,325,65,76,12,12,51,14,0,2023-11-14 02:42:48,0
1296,1296,88,411,2,331,331,331,67,67,67,67,330,66,77,12,12,51,14,1,2023-11-14 02:43:16,0
1301,1301,567,747,473,201,202,202,66,66,66,67,169,38,40,12,12,26,4,4,2023-11-14 02:44:48,0
1294,1294,769,889,680,139,140,140,68,68,68,69,89,25,19,12,12,13,2,3,2023-11-14 02:45:16,0
1297,1297,749,794,689,52,52,52,52,52,52,52,0,8,0,12,12,0,0,0,2023-11-14 02:46:48,0
1295,1295,524,551,482,34,34,34,34,34,34,34,0,5,0,12,12,0,0,0,2023-11-14 02:47:16,0
1288,1288,11,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-14 02:48:48,0
1295,1295,10,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-14 02:49:16,0
1278,1278,10,5,1,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-14 02:50:48,0
1270,1270,12,12,2,7,6,6,4,4,4,3,3,0,0,12,12,0,0,0,2023-11-14 02:51:16,0
1290,1290,68,314,2,250,249,249,52,52,52,51,247,49,60,12,12,42,5,2,2023-11-14 02:52:48,1
1300,1300,88,407,1,325,325,325,66,66,66,66,324,65,80,12,12,53,10,2,2023-11-14 02:53:16,1
1299,1299,99,419,2,336,336,336,70,70,70,70,333,69,78,12,12,50,16,1,2023-11-14 02:54:48,0
1287,1287,91,409,2,330,331,331,68,68,68,69,328,68,74,12,12,49,13,4,2023-11-14 02:55:16,0
1298,1298,784,933,707,153,154,154,69,69,69,70,105,30,23,12,12,16,2,3,2023-11-14 02:56:48,0
1304,1304,984,1069,909,91,91,91,67,67,67,67,30,18,7,12,12,6,0,0,2023-11-14 02:57:16,0
1292,1292,229,235,205,15,15,15,15,15,15,15,0,4,0,12,12,0,0,0,2023-11-14 02:58:48,0
1271,1271,14,11,3,4,4,4,4,4,4,4,0,1,0,12,12,0,0,0,2023-11-14 02:59:16,0
1270,1270,4,2,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-14 03:00:48,0
1297,1297,6,2,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-14 03:01:16,0
1294,1294,33,111,4,85,84,84,19,19,19,18,82,16,20,12,12,12,2,2,2023-11-14 03:02:48,1
1294,1294,58,214,5,168,167,167,35,35,35,34,166,33,40,12,12,26,5,2,2023-11-14 03:03:16,1
1303,1303,94,408,3,326,326,326,66,66,66,66,325,65,78,12,12,52,13,0,2023-11-14 03:04:48,0
