request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,"CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1294,1294,335,547,211,244,243,244,85,85,85,86,198,47,46,12,12,29,6,4,2023-11-10 19:05:16,1
1275,1275,679,739,532,101,101,101,85,85,85,85,20,12,22,12,12,0,2,2,2023-11-10 19:07:16,28
1293,1293,705,765,576,93,94,93,94,94,94,93,0,14,0,12,12,0,0,0,2023-11-10 19:09:16,0
1297,1297,598,670,462,102,102,102,102,102,102,102,0,14,4,12,12,0,0,0,2023-11-10 19:11:16,8
1294,1294,531,582,397,93,92,93,92,92,92,93,0,10,0,12,12,0,0,0,2023-11-10 19:13:16,0
1268,1268,570,637,407,115,115,115,114,114,114,114,1,19,0,12,12,1,0,0,2023-11-10 19:15:16,0
1295,1295,627,695,506,94,94,94,94,94,94,94,0,18,0,12,12,0,0,0,2023-11-10 19:17:16,0
1296,1296,507,574,377,98,99,98,99,99,99,98,0,9,0,12,12,0,0,0,2023-11-10 19:19:16,0
1297,1297,637,721,511,109,108,109,99,99,99,100,11,10,3,12,12,3,0,0,2023-11-10 19:21:16,2
1296,1296,636,701,503,97,97,97,97,97,97,97,0,18,4,12,12,0,0,0,2023-11-10 19:23:16,8
1264,1264,118,105,61,22,22,22,22,22,22,22,0,2,0,12,12,0,0,0,2023-11-10 19:25:16,0
1295,1295,62,74,17,38,38,38,18,18,18,18,25,5,5,12,12,0,5,0,2023-11-10 19:27:16,0
1296,1296,127,213,32,135,136,135,39,39,39,38,121,25,31,12,12,19,3,2,2023-11-10 19:29:16,0
1297,1297,151,463,32,340,340,340,81,81,81,81,324,65,75,12,12,52,13,0,2023-11-10 19:31:16,0
1295,1295,232,475,126,263,262,263,78,78,78,79,230,47,53,12,12,35,7,4,2023-11-10 19:33:16,0
1262,1262,575,660,431,117,117,117,113,113,113,113,5,19,1,12,12,1,0,0,2023-11-10 19:35:16,0
1296,1296,448,513,322,95,95,95,95,95,95,95,0,13,0,12,12,0,0,0,2023-11-10 19:37:16,0
1296,1296,526,564,394,85,85,85,85,85,85,85,0,15,0,12,12,0,0,0,2023-11-10 19:39:16,0
1296,1296,527,586,400,93,93,93,93,93,93,93,0,6,0,12,12,0,0,0,2023-11-10 19:41:16,0
1264,1264,477,534,380,79,79,79,75,75,75,75,5,11,1,12,12,1,0,0,2023-11-10 19:43:16,0
1296,1296,603,668,486,93,93,93,89,89,89,89,5,14,1,12,12,1,0,0,2023-11-10 19:45:16,0
1294,1294,519,561,419,69,69,69,68,68,68,68,1,9,4,12,12,1,0,0,2023-11-10 19:47:16,8
1294,1294,529,603,420,94,94,94,89,89,89,89,6,14,1,12,12,1,1,0,2023-11-10 19:49:16,0
1298,1298,590,662,477,93,93,93,88,88,88,88,6,10,5,12,12,2,0,0,2023-11-10 19:51:16,8
1264,1264,511,561,373,76,77,76,76,76,76,75,1,13,36,12,12,1,0,0,2023-11-10 19:53:16,72
1296,1296,574,609,445,82,81,82,81,81,81,82,0,10,0,12,12,0,0,0,2023-11-10 19:55:16,0
1309,1309,481,539,383,78,78,78,78,78,78,78,0,9,0,12,12,0,0,0,2023-11-10 19:57:16,0
1295,1295,540,607,438,87,87,87,82,82,82,82,6,17,1,12,12,1,1,0,2023-11-10 19:59:16,0
1264,1264,508,577,403,87,87,87,87,87,87,87,0,10,0,12,12,0,0,0,2023-11-10 20:01:16,0
1295,1295,405,435,312,61,62,61,62,62,62,61,0,7,0,12,12,0,0,0,2023-11-10 20:03:16,0
1296,1296,321,353,241,56,55,56,55,55,55,56,0,6,0,12,12,0,0,0,2023-11-10 20:05:16,0
1293,1293,407,455,293,71,71,71,71,71,71,71,0,11,20,12,12,0,0,0,2023-11-10 20:07:16,40
1296,1296,319,363,241,61,61,61,61,61,61,61,0,6,0,12,12,0,0,0,2023-11-10 20:09:16,0
1267,1267,396,437,298,59,60,59,60,60,60,59,0,3,20,12,12,0,0,0,2023-11-10 20:11:16,40
1295,1295,415,456,324,66,65,66,65,65,65,66,0,8,0,12,12,0,0,0,2023-11-10 20:13:16,0
1289,1289,402,432,303,64,64,64,64,64,64,64,0,14,0,12,12,0,0,0,2023-11-10 20:15:16,0
1302,1302,406,455,305,75,76,75,75,75,75,74,1,13,0,12,12,1,0,0,2023-11-10 20:17:16,0
1271,1271,393,464,298,93,93,93,73,73,73,73,25,13,5,12,12,0,5,0,2023-11-10 20:19:16,0
1294,1294,371,417,288,65,64,65,64,64,64,65,0,4,0,12,12,0,0,0,2023-11-10 20:21:16,0
1294,1294,343,388,254,67,67,67,67,67,67,67,0,5,0,12,12,0,0,0,2023-11-10 20:23:16,0
1287,1287,392,431,295,68,68,68,68,68,68,68,0,12,0,12,12,0,0,0,2023-11-10 20:25:16,0
1299,1299,486,518,387,65,65,65,65,65,65,65,0,10,0,12,12,0,0,0,2023-11-10 20:27:16,0
1271,1271,384,415,257,79,79,79,79,79,79,79,0,3,0,12,12,0,0,0,2023-11-10 20:29:16,0
1295,1295,292,327,205,61,61,61,57,57,57,57,5,11,5,12,12,0,1,0,2023-11-10 20:31:16,8
1294,1294,368,416,284,66,66,66,66,66,66,66,0,8,0,12,12,0,0,0,2023-11-10 20:33:16,0
1295,1295,348,383,272,55,55,55,55,55,55,55,0,8,0,12,12,0,0,0,2023-11-10 20:35:16,0
1296,1296,367,426,269,76,76,76,76,76,76,76,0,10,4,12,12,0,0,0,2023-11-10 20:37:16,8
1271,1271,347,386,267,60,60,60,59,59,59,59,1,8,0,12,12,1,0,0,2023-11-10 20:39:16,0
1297,1297,341,369,247,61,61,61,61,61,61,61,0,8,0,12,12,0,0,0,2023-11-10 20:41:16,0
1293,1293,398,428,306,61,61,61,61,61,61,61,0,9,0,12,12,0,0,0,2023-11-10 20:43:16,0
1295,1295,384,429,311,59,59,59,59,59,59,59,0,7,0,12,12,0,0,0,2023-11-10 20:45:16,0
1272,1272,403,448,313,67,67,67,67,67,67,67,0,7,0,12,12,0,0,0,2023-11-10 20:47:16,0
1291,1291,349,394,256,69,69,69,69,69,69,69,0,4,0,12,12,0,0,0,2023-11-10 20:49:16,0
1293,1293,349,409,254,78,78,78,77,77,77,77,1,12,0,12,12,1,0,0,2023-11-10 20:51:16,0
1296,1296,334,379,253,63,63,63,63,63,63,63,0,9,0,12,12,0,0,0,2023-11-10 20:53:16,0
1294,1294,287,327,211,58,58,58,58,58,58,58,0,6,0,12,12,0,0,0,2023-11-10 20:55:16,0
1267,1267,316,342,223,59,59,59,59,59,59,59,0,5,0,12,12,0,0,0,2023-11-10 20:57:16,0
1293,1293,374,416,284,66,66,66,66,66,66,66,0,10,0,12,12,0,0,0,2023-11-10 20:59:16,0
1294,1294,272,295,179,58,58,58,58,58,58,58,0,9,0,12,12,0,0,0,2023-11-10 21:01:16,0
1297,1297,319,365,236,65,65,65,64,64,64,64,1,15,0,12,12,1,0,0,2023-11-10 21:03:16,0
1271,1271,378,444,292,82,82,82,70,70,70,70,15,11,3,12,12,0,3,0,2023-11-10 21:05:16,0
1296,1296,347,391,257,67,67,67,67,67,67,67,0,8,0,12,12,0,0,0,2023-11-10 21:07:16,0
1296,1296,386,414,279,67,68,67,67,67,67,66,1,5,0,12,12,0,0,0,2023-11-10 21:09:16,0
1296,1296,344,386,251,70,69,70,65,65,65,66,5,9,1,12,12,2,0,0,2023-11-10 21:11:16,0
1297,1297,358,393,269,60,60,60,60,60,60,60,0,6,4,12,12,0,0,0,2023-11-10 21:13:16,8
1260,1260,321,353,230,61,62,61,62,62,62,61,0,6,0,12,12,0,0,0,2023-11-10 21:15:16,0
1294,1294,381,415,296,60,59,60,59,59,59,60,0,5,0,12,12,0,0,0,2023-11-10 21:17:16,0
1295,1295,302,344,210,67,67,67,66,66,66,66,1,9,0,12,12,1,0,0,2023-11-10 21:19:16,0
1296,1296,384,423,295,64,64,64,64,64,64,64,0,8,0,12,12,0,0,0,2023-11-10 21:21:16,0
1279,1279,336,379,265,57,57,57,57,57,57,57,0,6,0,12,12,0,0,0,2023-11-10 21:23:16,0
1294,1294,491,510,380,65,65,65,65,65,65,65,0,13,0,12,12,0,0,0,2023-11-10 21:25:16,0
1296,1296,310,366,224,73,73,73,69,69,69,69,5,11,1,12,12,0,1,0,2023-11-10 21:27:16,0
1296,1296,413,451,316,67,67,67,67,67,67,67,0,14,0,12,12,0,0,0,2023-11-10 21:29:16,0
1295,1295,409,457,323,67,67,67,67,67,67,67,0,5,0,12,12,0,0,0,2023-11-10 21:31:16,0
1274,1274,321,338,232,53,53,53,53,53,53,53,0,7,0,12,12,0,0,0,2023-11-10 21:33:16,0
1294,1294,385,425,295,65,65,65,65,65,65,65,0,6,0,12,12,0,0,0,2023-11-10 21:35:16,0
1289,1289,389,423,297,63,63,63,62,62,62,62,1,5,0,12,12,1,0,0,2023-11-10 21:37:16,0
1302,1302,394,438,299,70,70,70,69,69,69,69,1,8,0,12,12,1,0,0,2023-11-10 21:39:16,0
1273,1273,357,395,258,69,69,69,68,68,68,68,1,12,0,12,12,1,0,0,2023-11-10 21:41:16,0
1296,1296,411,437,301,68,68,68,68,68,68,68,0,10,0,12,12,0,0,0,2023-11-10 21:43:16,0
1294,1294,400,428,320,54,54,54,54,54,54,54,0,1,0,12,12,0,0,0,2023-11-10 21:45:16,0
1293,1293,335,411,241,97,97,97,73,73,73,73,30,14,6,12,12,0,6,0,2023-11-10 21:47:16,0
1269,1269,691,920,419,250,251,250,250,250,250,249,1,30,0,12,12,1,0,0,2023-11-10 21:49:16,0
1295,1295,406,477,290,100,99,100,87,87,87,88,15,14,3,12,12,0,3,0,2023-11-10 21:51:16,0
1294,1294,386,426,308,59,59,59,59,59,59,59,0,9,0,12,12,0,0,0,2023-11-10 21:53:16,0
1294,1294,370,400,280,60,60,60,60,60,60,60,0,7,0,12,12,0,0,0,2023-11-10 21:55:16,0
1272,1272,415,461,317,72,72,72,72,72,72,72,0,12,0,12,12,0,0,0,2023-11-10 21:57:16,0
1295,1295,441,500,353,73,73,73,73,73,73,73,0,6,0,12,12,0,0,0,2023-11-10 21:59:16,0
1297,1297,341,396,258,73,73,73,65,65,65,65,10,11,2,12,12,0,0,2,2023-11-10 22:01:16,0
1295,1295,357,387,271,58,58,58,58,58,58,58,0,4,0,12,12,0,0,0,2023-11-10 22:03:16,0
1293,1293,432,475,364,56,56,56,55,55,55,55,1,6,0,12,12,1,0,0,2023-11-10 22:05:16,0
1266,1266,359,400,280,60,60,60,60,60,60,60,0,10,0,12,12,0,0,0,2023-11-10 22:07:16,0
1295,1295,321,358,245,56,56,56,56,56,56,56,0,6,0,12,12,0,0,0,2023-11-10 22:09:16,0
1297,1297,357,388,272,58,58,58,57,57,57,57,1,9,0,12,12,1,0,0,2023-11-10 22:11:16,0
1297,1297,337,379,257,61,61,61,61,61,61,61,0,5,0,12,12,0,0,0,2023-11-10 22:13:16,0
1273,1273,364,419,272,73,74,73,74,74,74,73,0,9,0,12,12,0,0,0,2023-11-10 22:15:16,0
1292,1292,432,478,327,78,77,78,73,73,73,74,5,8,1,12,12,0,1,0,2023-11-10 22:17:16,0
1302,1302,360,412,286,63,63,63,63,63,63,63,0,6,0,12,12,0,0,0,2023-11-10 22:19:16,0
1291,1291,375,413,298,57,57,57,57,57,57,57,0,6,0,12,12,0,0,0,2023-11-10 22:21:16,0
1262,1262,274,303,201,51,51,51,51,51,51,51,0,8,0,12,12,0,0,0,2023-11-10 22:23:16,0
1307,1307,379,443,293,75,75,75,75,75,75,75,0,8,0,12,12,0,0,0,2023-11-10 22:25:16,0
1295,1295,351,394,262,66,66,66,66,66,66,66,0,17,0,12,12,0,0,0,2023-11-10 22:27:16,0
1295,1295,369,423,279,72,72,72,72,72,72,72,0,5,0,12,12,0,0,0,2023-11-10 22:29:16,0
1296,1296,346,378,258,58,58,58,58,58,58,58,0,9,4,12,12,0,0,0,2023-11-10 22:31:16,8
1274,1274,419,450,331,59,59,59,59,59,59,59,0,8,0,12,12,0,0,0,2023-11-10 22:33:16,0
1296,1296,474,514,398,58,58,58,58,58,58,58,0,8,0,12,12,0,0,0,2023-11-10 22:35:16,0
1296,1296,422,464,336,64,64,64,64,64,64,64,0,11,0,12,12,0,0,0,2023-11-10 22:37:16,0
1295,1295,427,473,341,66,66,66,66,66,66,66,0,8,0,12,12,0,0,0,2023-11-10 22:39:16,0
1283,1283,391,479,299,106,106,106,74,74,74,74,40,16,8,12,12,0,8,0,2023-11-10 22:41:16,0
1285,1285,364,409,278,65,65,65,65,65,65,65,0,11,0,12,12,0,0,0,2023-11-10 22:43:16,0
1295,1295,448,485,373,56,56,56,56,56,56,56,0,8,0,12,12,0,0,0,2023-11-10 22:45:16,0
1296,1296,438,472,356,58,58,58,58,58,58,58,0,11,0,12,12,0,0,0,2023-11-10 22:47:16,0
1295,1295,461,499,381,59,59,59,59,59,59,59,0,4,0,12,12,0,0,0,2023-11-10 22:49:16,0
1274,1274,379,424,290,67,67,67,67,67,67,67,0,5,0,12,12,0,0,0,2023-11-10 22:51:16,0
1295,1295,467,518,380,69,69,69,68,68,68,68,1,4,0,12,12,1,0,0,2023-11-10 22:53:16,0
1295,1295,393,430,322,54,54,54,54,54,54,54,0,10,0,12,12,0,0,0,2023-11-10 22:55:16,0
1295,1295,421,461,335,63,63,63,63,63,63,63,0,7,0,12,12,0,0,0,2023-11-10 22:57:16,0
1256,1256,405,446,320,65,65,65,61,61,61,61,5,8,1,12,12,0,1,0,2023-11-10 22:59:16,0
1297,1297,385,421,309,56,56,56,56,56,56,56,0,5,0,12,12,0,0,0,2023-11-10 23:01:16,0
1294,1294,355,400,275,62,63,62,63,63,63,62,0,5,0,12,12,0,0,0,2023-11-10 23:03:16,0
1296,1296,420,472,342,65,64,65,64,64,64,65,0,5,0,12,12,0,0,0,2023-11-10 23:05:16,0
1294,1294,482,514,396,59,59,59,59,59,59,59,0,5,0,12,12,0,0,0,2023-11-10 23:07:16,0
1258,1258,416,442,318,62,62,62,62,62,62,62,0,6,0,12,12,0,0,0,2023-11-10 23:09:16,0
1305,1305,481,524,405,61,61,61,57,57,57,57,5,5,1,12,12,0,1,0,2023-11-10 23:11:16,0
1294,1294,413,455,321,67,67,67,67,67,67,67,0,10,0,12,12,0,0,0,2023-11-10 23:13:16,0
1294,1294,329,366,263,51,51,51,51,51,51,51,0,11,0,12,12,0,0,0,2023-11-10 23:15:16,0
1296,1296,369,419,290,65,65,65,64,64,64,64,1,10,0,12,12,1,0,0,2023-11-10 23:17:16,0
1255,1255,364,405,299,53,53,53,53,53,53,53,0,6,0,12,12,0,0,0,2023-11-10 23:19:16,0
1296,1296,395,437,307,65,65,65,65,65,65,65,0,9,0,12,12,0,0,0,2023-11-10 23:21:16,0
1296,1296,419,448,340,54,54,54,54,54,54,54,0,8,0,12,12,0,0,0,2023-11-10 23:23:16,0
1295,1295,449,477,378,49,49,49,49,49,49,49,0,6,0,12,12,0,0,0,2023-11-10 23:25:16,0
1280,1280,434,475,345,65,65,65,65,65,65,65,0,9,0,12,12,0,0,0,2023-11-10 23:27:16,0
1278,1278,394,431,336,48,48,48,47,47,47,47,1,6,0,12,12,1,0,0,2023-11-10 23:29:16,0
1309,1309,313,365,249,62,62,62,54,54,54,54,10,7,2,12,12,0,2,0,2023-11-10 23:31:16,0
1284,1284,373,413,285,64,64,64,64,64,64,64,0,9,0,12,12,0,0,0,2023-11-10 23:33:16,0
1294,1294,552,591,476,57,57,57,57,57,57,57,0,7,0,12,12,0,0,0,2023-11-10 23:35:16,0
1275,1275,391,435,324,55,56,55,56,56,56,55,0,7,0,12,12,0,0,0,2023-11-10 23:37:16,0
1302,1302,407,448,343,53,52,53,52,52,52,53,0,8,0,12,12,0,0,0,2023-11-10 23:39:16,0
1288,1288,403,426,343,41,42,41,42,42,42,41,0,6,0,12,12,0,0,0,2023-11-10 23:41:16,0
1296,1296,468,495,379,59,58,58,57,57,57,58,0,11,0,12,12,0,0,0,2023-11-10 23:43:16,4
1275,1275,465,509,406,52,52,52,50,50,50,50,2,6,0,12,12,0,0,0,2023-11-10 23:45:16,0
1296,1296,433,466,372,47,47,47,47,47,47,47,0,7,0,12,12,0,0,0,2023-11-10 23:47:16,0
1296,1296,466,501,391,55,55,55,55,55,55,55,0,7,0,12,12,0,0,0,2023-11-10 23:49:16,0
1296,1296,363,396,304,46,46,46,46,46,46,46,0,10,0,12,12,0,0,0,2023-11-10 23:51:16,0
1288,1288,493,531,409,61,61,61,61,61,61,61,0,12,0,12,12,0,0,0,2023-11-10 23:53:16,0
1277,1277,458,526,378,74,74,74,74,74,74,74,0,9,0,12,12,0,0,0,2023-11-10 23:55:16,0
1296,1296,441,489,350,69,69,69,69,69,69,69,0,7,0,12,12,0,0,0,2023-11-10 23:57:16,0
1296,1296,515,562,426,68,68,68,68,68,68,68,0,8,0,12,12,0,0,0,2023-11-10 23:59:16,0
1296,1296,515,558,440,59,59,59,59,59,59,59,0,7,0,12,12,0,0,0,2023-11-11 00:01:16,0
1274,1274,540,598,440,73,73,73,73,73,73,73,0,6,12,12,12,0,0,0,2023-11-11 00:03:16,24
1289,1289,490,536,410,63,63,63,63,63,63,63,0,7,0,12,12,0,0,0,2023-11-11 00:05:16,0
1301,1301,637,685,544,70,71,70,70,70,70,69,1,9,0,12,12,1,0,0,2023-11-11 00:07:16,0
1295,1295,430,471,356,58,57,58,57,57,57,58,0,8,0,12,12,0,0,0,2023-11-11 00:09:16,0
1295,1295,659,734,566,84,84,84,84,84,84,84,0,14,0,12,12,0,0,0,2023-11-11 00:11:16,0
1297,1297,607,663,526,64,65,64,65,65,65,64,0,5,8,12,12,0,0,0,2023-11-11 00:13:16,16
1269,1269,637,706,545,81,80,81,80,80,80,81,0,11,0,12,12,0,0,0,2023-11-11 00:15:16,0
1296,1296,559,622,484,69,69,69,69,69,69,69,0,7,0,12,12,0,0,0,2023-11-11 00:17:16,0
1295,1295,570,630,489,70,70,70,70,70,70,70,0,4,0,12,12,0,0,0,2023-11-11 00:19:16,0
1296,1296,702,766,609,79,79,79,78,78,78,78,1,11,0,12,12,1,0,0,2023-11-11 00:21:16,0
1274,1274,622,687,529,79,79,79,79,79,79,79,0,12,0,12,12,0,0,0,2023-11-11 00:23:16,0
1295,1295,672,731,580,76,76,76,75,75,75,75,1,9,0,12,12,1,0,0,2023-11-11 00:25:16,0
1294,1294,618,684,527,78,79,78,79,79,79,78,0,11,0,12,12,0,0,0,2023-11-11 00:27:16,0
1294,1294,646,713,557,78,77,78,77,77,77,78,0,9,0,12,12,0,0,0,2023-11-11 00:29:16,0
1268,1268,679,753,583,85,85,85,85,85,85,85,0,11,0,12,12,0,0,0,2023-11-11 00:31:16,0
1293,1293,652,717,563,77,77,77,77,77,77,77,0,14,0,12,12,0,0,0,2023-11-11 00:33:16,0
1299,1299,731,798,625,86,87,86,87,87,87,86,0,13,0,12,12,0,0,0,2023-11-11 00:35:16,0
1295,1295,789,854,694,81,80,81,79,79,79,80,1,12,0,12,12,1,0,0,2023-11-11 00:37:16,0
1265,1265,681,745,584,80,80,80,80,80,80,80,0,6,0,12,12,0,0,0,2023-11-11 00:39:16,0
1296,1296,718,783,628,77,78,77,78,78,78,77,0,12,0,12,12,0,0,0,2023-11-11 00:41:16,0
1296,1296,650,721,554,84,83,84,83,83,83,84,0,8,0,12,12,0,0,0,2023-11-11 00:43:16,0
1295,1295,744,805,655,75,75,75,75,75,75,75,0,9,0,12,12,0,0,0,2023-11-11 00:45:16,0
1295,1295,821,889,734,77,78,77,78,78,78,77,0,8,0,12,12,0,0,0,2023-11-11 00:47:16,0
1270,1270,870,935,774,81,80,81,79,79,79,80,1,14,0,12,12,1,0,0,2023-11-11 00:49:16,0
1297,1297,1200,1271,1103,84,84,84,84,84,84,84,0,16,0,12,12,0,0,0,2023-11-11 00:51:16,0
1294,1294,1129,1185,1051,67,67,67,67,67,67,67,0,13,0,12,12,0,0,0,2023-11-11 00:53:16,0
1296,1296,1098,1167,1013,77,77,77,77,77,77,77,0,7,0,12,12,0,0,0,2023-11-11 00:55:16,0
1291,1291,995,1060,906,77,77,77,77,77,77,77,0,10,0,12,12,0,0,0,2023-11-11 00:57:16,0
1298,1298,854,926,761,82,82,82,82,82,82,82,0,5,0,12,12,0,0,0,2023-11-11 00:59:16,0
1273,1273,840,897,751,73,73,73,73,73,73,73,0,9,0,12,12,0,0,0,2023-11-11 01:01:16,0
1292,1292,878,942,784,79,79,79,79,79,79,79,0,10,0,12,12,0,0,0,2023-11-11 01:03:16,0
1295,1295,942,1028,852,92,92,92,84,84,84,84,10,11,2,12,12,2,0,0,2023-11-11 01:05:16,1
1295,1295,812,882,724,79,79,79,79,79,79,79,0,6,0,12,12,0,0,0,2023-11-11 01:07:16,0
1275,1275,766,827,689,69,69,69,69,69,69,69,0,6,0,12,12,0,0,0,2023-11-11 01:09:16,0
1297,1297,967,1029,876,76,76,76,76,76,76,76,0,6,0,12,12,0,0,0,2023-11-11 01:11:16,0
1294,1294,930,983,841,71,71,71,71,71,71,71,0,9,0,12,12,0,0,0,2023-11-11 01:13:16,0
1295,1295,761,829,673,80,80,80,76,76,76,76,5,11,1,12,12,0,1,0,2023-11-11 01:15:16,0
1248,1248,819,894,732,81,81,81,81,81,81,81,0,10,0,12,12,0,0,0,2023-11-11 01:17:16,0
1317,1317,783,848,694,77,77,77,77,77,77,77,0,10,0,12,12,0,0,0,2023-11-11 01:19:16,0
1297,1297,809,886,710,89,89,89,87,87,87,87,2,12,0,12,12,2,0,0,2023-11-11 01:21:16,0
1295,1295,809,866,719,73,73,73,73,73,73,73,0,12,0,12,12,0,0,0,2023-11-11 01:23:16,0
1294,1294,1013,1105,909,98,98,98,98,98,98,98,0,6,0,12,12,0,0,0,2023-11-11 01:25:16,0
1273,1273,764,832,665,84,84,84,83,83,83,83,1,8,0,12,12,1,0,0,2023-11-11 01:27:16,0
1285,1285,926,992,826,83,83,83,83,83,83,83,0,9,0,12,12,0,0,0,2023-11-11 01:29:16,0
1306,1306,914,973,836,68,68,68,68,68,68,68,0,9,0,12,12,0,0,0,2023-11-11 01:31:16,0
1285,1285,851,909,777,66,66,66,66,66,66,66,0,5,0,12,12,0,0,0,2023-11-11 01:33:16,0
1303,1303,938,1010,860,75,75,75,75,75,75,75,0,8,0,12,12,0,0,0,2023-11-11 01:35:16,0
1262,1262,854,917,767,75,76,75,75,75,75,74,1,10,0,12,12,1,0,0,2023-11-11 01:37:16,0
1302,1302,900,963,807,78,78,78,78,78,78,78,0,12,0,12,12,0,0,0,2023-11-11 01:39:16,0
1297,1297,879,948,794,77,76,77,76,76,76,77,0,7,0,12,12,0,0,0,2023-11-11 01:41:16,0
1295,1295,865,939,776,81,82,81,82,82,82,81,0,5,0,12,12,0,0,0,2023-11-11 01:43:16,0
1268,1268,1007,1078,927,76,75,76,75,75,75,76,0,8,0,12,12,0,0,0,2023-11-11 01:45:16,0
1294,1294,975,1057,888,92,93,92,77,77,77,76,20,9,4,12,12,0,4,0,2023-11-11 01:47:16,0
1295,1295,84,100,53,34,33,34,13,13,13,14,25,5,5,12,12,0,5,0,2023-11-11 01:49:16,0
1286,1286,10,12,0,10,10,10,2,2,2,2,10,2,2,12,12,0,2,0,2023-11-11 01:51:16,0
1275,1275,54,183,2,142,143,142,31,31,31,30,139,28,34,12,12,21,5,2,2023-11-11 01:53:16,0
1295,1295,81,400,1,322,322,322,67,67,67,67,319,65,74,12,12,52,12,0,2023-11-11 01:55:16,1
1294,1294,272,507,188,245,244,245,67,67,67,68,222,48,52,12,12,33,7,4,2023-11-11 01:57:16,1
1296,1296,877,946,792,77,77,77,77,77,77,77,0,7,0,12,12,0,0,0,2023-11-11 01:59:16,0
1291,1291,724,770,660,55,55,55,55,55,55,55,0,7,0,12,12,0,0,0,2023-11-11 02:01:16,0
1279,1279,15,11,2,4,4,4,4,4,4,4,0,1,0,12,12,0,0,0,2023-11-11 02:03:16,0
1295,1295,21,8,6,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-11 02:05:16,0
1288,1288,78,304,3,241,242,241,50,50,50,49,239,50,57,12,12,41,5,2,2023-11-11 02:07:16,1
1299,1299,95,411,3,330,330,330,68,68,68,68,328,66,76,12,12,49,16,0,2023-11-11 02:09:16,0
1278,1278,657,793,564,156,155,156,69,69,69,70,108,28,26,12,12,16,2,4,2023-11-11 02:11:16,0
1294,1294,999,1053,921,66,66,66,66,66,66,66,0,11,0,12,12,0,0,0,2023-11-11 02:13:16,0
1295,1295,496,525,459,33,33,33,33,33,33,33,0,4,0,12,12,0,0,0,2023-11-11 02:15:16,0
1296,1296,12,10,1,4,4,4,4,4,4,4,0,1,0,12,12,0,0,0,2023-11-11 02:17:16,0
1294,1294,17,7,5,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-11 02:19:16,0
1271,1271,88,377,2,300,301,300,62,62,62,61,298,60,72,12,12,49,9,2,2023-11-11 02:21:16,1
1299,1299,86,404,2,325,325,325,67,67,67,67,323,64,75,12,12,48,13,3,2023-11-11 02:23:16,1
1282,1282,795,907,703,123,122,123,79,79,79,80,54,17,12,12,12,9,1,1,2023-11-11 02:25:16,0
1308,1308,911,980,826,77,77,77,77,77,77,77,0,5,0,12,12,0,0,0,2023-11-11 02:27:16,0
1286,1286,20,16,8,4,4,4,4,4,4,4,0,0,0,12,12,0,0,0,2023-11-11 02:29:16,0
1269,1269,11,6,1,4,4,4,1,1,1,1,3,1,0,12,12,1,0,0,2023-11-11 02:31:16,0
1294,1294,56,231,2,183,184,183,39,39,39,38,181,36,43,12,12,29,5,2,2023-11-11 02:33:16,0
1294,1294,89,401,1,322,322,322,66,66,66,66,320,65,75,12,12,52,13,0,2023-11-11 02:35:16,0
1296,1296,470,670,382,211,210,211,71,71,71,72,174,39,41,12,12,25,5,4,2023-11-11 02:37:16,0
1260,1260,1023,1091,942,75,75,75,74,74,74,74,1,11,0,12,12,1,0,0,2023-11-11 02:39:16,0
1305,1305,13,6,2,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-11 02:41:16,0
1287,1287,6,2,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-11 02:43:16,0
1295,1295,51,213,3,167,168,167,36,36,36,35,165,33,40,12,12,26,5,2,2023-11-11 02:45:16,2
1309,1309,92,410,2,328,328,328,68,68,68,68,325,65,76,12,12,53,12,0,2023-11-11 02:47:16,0
1272,1272,461,646,372,209,208,209,59,59,59,60,186,41,43,12,12,28,6,4,2023-11-11 02:49:16,0
1296,1296,720,752,660,46,46,46,46,46,46,46,0,5,0,12,12,0,0,0,2023-11-11 02:51:16,0
